NO_OF_FRAMES	3364
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-07-29, 12:15:23.646	6912.52665900
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
1241	12.40000	541.247	-1080.786	1308.923	601.075	-1111.479	1288.251	524.062	-1042.158	1265.062	522.545	-1117.961	1269.938	582.020	-1034.643	1284.248
1242	12.41000	545.514	-1081.649	1309.462	605.150	-1112.346	1288.662	528.362	-1043.213	1265.645	527.017	-1119.129	1270.545	586.230	-1035.607	1284.809
1243	12.42000	549.645	-1082.525	1310.148	609.629	-1113.076	1289.440	532.423	-1044.004	1266.080	531.498	-1120.203	1271.337	590.120	-1036.211	1285.557
1244	12.43000	553.880	-1083.275	1310.717	613.795	-1113.885	1289.969	536.701	-1044.781	1266.397	535.619	-1120.936	1271.813	594.443	-1037.122	1286.059
1245	12.44000	558.018	-1084.235	1311.382	618.056	-1114.540	1290.520	540.888	-1045.668	1267.036	539.633	-1121.506	1272.406	598.682	-1037.825	1286.644
1246	12.45000	562.226	-1084.907	1311.936	622.381	-1115.223	1291.223	545.045	-1046.487	1267.756	543.946	-1122.333	1272.984	611.418	-1038.768	1284.684
1247	12.46000	566.528	-1085.627	1312.416	626.528	-1115.944	1291.931	549.273	-1047.278	1268.157	548.312	-1123.189	1273.640	615.421	-1039.478	1285.212
1248	12.47000	570.697	-1086.187	1313.039	630.737	-1116.586	1292.502	553.203	-1047.920	1269.000	552.540	-1123.948	1274.222	619.647	-1040.114	1285.629
1249	12.48000	574.896	-1086.882	1313.499	634.983	-1117.200	1293.177	557.313	-1048.591	1269.666	556.740	-1124.774	1275.086	623.731	-1040.677	1286.377
1250	12.49000	579.037	-1087.653	1314.356	639.194	-1117.800	1293.762	561.528	-1049.475	1270.047	561.179	-1125.527	1275.629	627.927	-1041.365	1287.064
1251	12.50000	583.113	-1088.463	1315.071	643.434	-1118.454	1294.345	565.733	-1050.206	1270.519	565.286	-1126.183	1276.180	631.972	-1041.998	1287.592
1252	12.51000	587.231	-1089.128	1315.579	647.653	-1119.106	1294.972	569.881	-1051.005	1271.369	569.410	-1126.879	1276.595	636.130	-1042.676	1288.283
1253	12.52000	591.428	-1089.728	1316.132	651.723	-1119.576	1295.605	573.962	-1051.553	1271.909	573.467	-1127.485	1277.006	640.046	-1043.139	1288.924
