NO_OF_FRAMES	2516
NO_OF_CAMERAS	12
NO_OF_MARKERS	9
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-03-02, 12:43:11.835	705197.54193160
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5	Origin - 1	Origin - 2	Origin - 3	Origin - 4
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	Origin - 1 X	Origin - 1 Y	Origin - 1 Z	Origin - 2 X	Origin - 2 Y	Origin - 2 Z	Origin - 3 X	Origin - 3 Y	Origin - 3 Z	Origin - 4 X	Origin - 4 Y	Origin - 4 Z	
4264	42.63000	-1326.347	3648.389	183.180	-1225.161	3668.361	170.030	-1283.606	3713.669	168.368	-1238.107	3616.757	184.642	-1267.670	3676.928	210.497	10.490	374.859	48.753	574.405	10.269	48.701	209.462	10.286	48.862	9.861	9.830	48.797
4265	42.64000	-1326.377	3648.249	183.069	-1225.143	3668.362	170.093	-1283.521	3713.591	168.475	-1238.189	3616.575	184.495	-1267.637	3676.720	210.470	10.491	374.886	48.723	574.378	10.299	48.658	209.471	10.340	48.823	9.848	9.867	48.851
4266	42.65000	-1326.384	3648.150	182.683	-1225.148	3668.363	170.173	-1283.673	3713.467	168.453	-1238.287	3616.599	184.322	-1267.629	3676.613	210.323	10.492	374.815	48.761	574.389	10.285	48.709	209.489	10.336	48.880	9.863	9.828	48.825
4267	42.66000	-1326.269	3648.333	182.998	-1225.164	3668.477	170.110	-1284.037	3713.918	168.895	-1238.132	3616.772	184.573	-1267.539	3676.920	210.445	10.511	374.851	48.736	574.325	10.259	48.684	209.436	10.299	48.841	9.857	9.833	48.788
4268	42.67000	-1326.355	3648.365	183.130	-1224.988	3668.464	170.117	-1283.502	3713.686	168.410	-1238.020	3616.780	184.563	-1267.545	3676.905	210.401	10.487	374.932	48.724	574.285	10.272	48.673	209.452	10.325	48.887	9.848	9.881	48.839
4269	42.68000	-1326.242	3648.301	182.893	-1225.090	3668.491	170.045	-1283.509	3713.694	168.482	-1238.148	3616.667	184.367	-1267.542	3676.717	210.447	10.499	374.884	48.719	574.257	10.276	48.633	209.442	10.305	48.870	9.845	9.854	48.811
4270	42.69000	-1326.232	3648.347	182.818	-1225.074	3668.455	170.033	-1283.459	3713.705	168.370	-1238.012	3616.772	184.532	-1267.617	3676.834	210.441	10.495	374.889	48.744	574.256	10.288	48.650	209.416	10.303	48.847	9.867	9.837	48.835
4271	42.70000	-1326.307	3648.399	183.052	-1225.143	3668.508	170.037	-1283.359	3713.779	168.222	-1238.091	3616.838	184.502	-1267.539	3676.926	210.507	10.496	374.851	48.722	574.258	10.271	48.650	209.422	10.314	48.845	9.850	9.838	48.839
4272	42.71000	-1326.308	3648.421	183.125	-1225.059	3668.501	170.138	-1283.488	3713.753	168.457	-1238.012	3616.850	184.468	-1267.476	3676.820	210.350	10.488	374.861	48.682	574.260	10.242	48.621	209.435	10.305	48.865	9.817	9.819	48.835
4273	42.72000	-1326.142	3648.328	182.910	-1225.001	3668.538	170.024	-1283.396	3713.726	168.402	-1238.116	3616.826	184.360	-1267.485	3676.810	210.382	10.484	374.908	48.715	574.300	10.278	48.666	209.422	10.315	48.869	9.819	9.815	48.823
4274	42.73000	-1326.127	3648.366	182.980	-1224.999	3668.582	170.056	-1283.509	3713.743	168.379	-1237.895	3616.858	184.530	-1267.463	3676.944	210.347	10.511	374.917	48.760	574.321	10.274	48.675	209.448	10.311	48.890	9.869	9.852	48.902
4275	42.74000	-1326.197	3648.421	183.069	-1225.032	3668.570	170.188	-1283.450	3713.773	168.387	-1237.913	3616.918	184.556	-1267.482	3676.969	210.565	10.494	374.888	48.735	574.333	10.272	48.652	209.462	10.334	48.899	9.877	9.836	48.823
4276	42.75000	-1326.323	3648.404	183.013	-1224.950	3668.500	170.091	-1283.406	3713.743	168.451	-1237.986	3616.751	184.495	-1267.373	3676.876	210.497	10.482	374.872	48.770	574.409	10.290	48.676	209.440	10.286	48.868	9.843	9.857	48.833
4277	42.76000	-1326.168	3648.318	182.885	-1225.005	3668.513	170.022	-1283.523	3713.659	168.520	-1238.014	3616.772	184.419	-1267.541	3676.804	210.466	10.498	374.910	48.744	574.405	10.254	48.643	209.452	10.311	48.892	9.856	9.842	48.848
4278	42.77000	-1326.223	3648.334	182.843	-1225.153	3668.518	170.174	-1284.115	3713.970	169.019	-1238.188	3616.809	184.523	-1267.670	3676.858	210.384	10.495	374.877	48.716	574.367	10.278	48.683	209.445	10.295	48.846	9.835	9.857	48.810
4279	42.78000	-1326.292	3648.356	183.129	-1225.018	3668.458	170.159	-1283.419	3713.709	168.475	-1238.161	3616.873	184.509	-1267.350	3676.848	210.566	10.459	374.862	48.731	574.230	10.241	48.601	209.441	10.316	48.842	9.883	9.813	48.820
4280	42.79000	-1326.182	3648.256	183.124	-1224.997	3668.418	170.156	-1283.450	3713.681	168.497	-1238.064	3616.722	184.473	-1267.385	3676.828	210.400	10.509	374.918	48.766	574.329	10.282	48.703	209.424	10.282	48.855	9.859	9.845	48.839
4281	42.80000	-1326.211	3648.236	182.950	-1225.043	3668.425	170.142	-1283.531	3713.648	168.517	-1238.211	3616.724	184.491	-1267.564	3676.738	210.473	10.518	374.908	48.801	574.314	10.293	48.716	209.437	10.335	48.900	9.872	9.841	48.783
4282	42.81000	-1326.322	3648.217	183.000	-1225.064	3668.401	170.209	-1283.568	3713.582	168.528	-1238.068	3616.722	184.610	-1267.698	3676.774	210.580	10.515	374.878	48.758	574.325	10.289	48.721	209.446	10.307	48.842	9.861	9.835	48.859
4283	42.82000	-1326.243	3648.216	183.177	-1225.097	3668.374	170.109	-1283.632	3713.560	168.332	-1238.243	3616.668	184.564	-1267.453	3676.793	210.422	10.496	374.847	48.760	574.371	10.302	48.715	209.455	10.303	48.859	9.880	9.850	48.870
4284	42.83000	-1326.379	3648.279	183.030	-1225.136	3668.378	170.044	-1284.169	3713.851	169.106	-1238.101	3616.680	184.443	-1267.561	3676.741	210.403	10.429	374.848	48.719	574.263	10.295	48.670	209.471	10.316	48.858	9.837	9.841	48.827
4285	42.84000	-1326.427	3648.128	182.801	-1225.136	3668.365	170.222	-1283.768	3713.557	168.340	-1238.221	3616.569	184.516	-1267.781	3676.605	210.452	10.509	374.923	48.715	574.264	10.238	48.662	209.420	10.314	48.860	9.838	9.851	48.824
4286	42.85000	-1326.427	3648.205	183.096	-1225.273	3668.368	170.178	-1283.636	3713.515	168.407	-1238.293	3616.721	184.548	-1267.689	3676.774	210.458	10.466	374.891	48.726	574.248	10.276	48.655	209.391	10.308	48.868	9.885	9.860	48.818
4287	42.86000	-1326.427	3648.321	183.165	-1225.278	3668.379	170.243	-1283.666	3713.600	168.431	-1238.126	3616.690	184.608	-1267.481	3676.738	210.551	10.489	374.882	48.765	574.303	10.265	48.662	209.427	10.312	48.883	9.824	9.800	48.838
4288	42.87000	-1326.479	3648.201	183.021	-1225.253	3668.268	170.266	-1283.719	3713.547	168.582	-1238.290	3616.607	184.439	-1267.698	3676.570	210.553	10.515	374.899	48.742	574.330	10.247	48.714	209.448	10.336	48.875	9.865	9.861	48.812
4289	42.88000	-1326.435	3648.094	183.056	-1225.371	3668.319	170.297	-1284.280	3713.834	169.130	-1238.236	3616.606	184.533	-1267.834	3676.679	210.485	10.490	374.894	48.747	574.428	10.284	48.739	209.449	10.329	48.849	9.842	9.854	48.819
4290	42.89000	-1326.574	3648.358	183.129	-1225.437	3668.458	170.210	-1283.814	3713.600	168.460	-1238.207	3616.824	184.697	-1267.759	3676.877	210.566	10.493	374.853	48.754	574.414	10.284	48.685	209.474	10.314	48.849	9.857	9.855	48.827
4291	42.90000	-1326.503	3648.239	183.198	-1225.339	3668.375	170.266	-1283.893	3713.598	168.464	-1238.330	3616.724	184.611	-1267.739	3676.702	210.518	10.520	374.916	48.736	574.367	10.308	48.665	209.444	10.339	48.860	9.844	9.860	48.803
4292	42.91000	-1326.602	3648.154	183.031	-1225.338	3668.333	170.199	-1283.723	3713.597	168.495	-1238.197	3616.617	184.481	-1267.770	3676.589	210.513	10.506	374.887	48.687	574.265	10.281	48.696	209.441	10.297	48.896	9.869	9.835	48.835
4293	42.92000	-1326.539	3648.111	182.867	-1225.407	3668.331	170.381	-1283.895	3713.527	168.504	-1238.325	3616.684	184.576	-1267.976	3676.649	210.550	10.479	374.877	48.723	574.235	10.254	48.609	209.426	10.320	48.886	9.816	9.829	48.794
4294	42.93000	-1326.543	3648.148	183.141	-1225.394	3668.350	170.185	-1283.869	3713.523	168.445	-1238.395	3616.657	184.725	-1267.848	3676.794	210.521	10.502	374.909	48.756	574.326	10.244	48.704	209.433	10.299	48.915	9.873	9.791	48.847
4295	42.94000	-1326.555	3648.130	183.149	-1225.473	3668.324	170.354	-1283.973	3713.494	168.593	-1238.223	3616.578	184.557	-1267.784	3676.687	210.627	10.497	374.894	48.762	574.319	10.276	48.669	209.442	10.304	48.927	9.846	9.819	48.842
4296	42.95000	-1326.532	3648.072	183.123	-1225.456	3668.236	170.414	-1283.782	3713.558	168.554	-1238.277	3616.486	184.632	-1267.831	3676.530	210.678	10.501	374.913	48.793	574.299	10.274	48.760	209.475	10.294	48.884	9.865	9.861	48.849
4297	42.96000	-1326.553	3648.035	182.954	-1225.449	3668.223	170.530	-1283.829	3713.461	168.487	-1238.301	3616.484	184.580	-1267.926	3676.511	210.571	10.505	374.893	48.755	574.367	10.279	48.740	209.481	10.332	48.902	9.892	9.862	48.836
4298	42.97000	-1326.605	3648.114	183.293	-1225.439	3668.291	170.375	-1283.915	3713.421	168.566	-1238.232	3616.655	184.882	-1267.847	3676.724	210.657	10.500	374.896	48.723	574.317	10.266	48.657	209.428	10.288	48.832	9.850	9.807	48.791
4299	42.98000	-1326.528	3648.035	183.418	-1225.458	3668.241	170.369	-1283.901	3713.447	168.646	-1238.361	3616.578	184.823	-1267.786	3676.716	210.746	10.465	374.862	48.726	574.267	10.268	48.644	209.430	10.344	48.811	9.858	9.825	48.794
4300	42.99000	-1326.637	3648.026	183.134	-1225.577	3668.205	170.538	-1284.007	3713.459	168.671	-1238.516	3616.492	184.648	-1267.992	3676.472	210.701	10.508	374.877	48.715	574.245	10.252	48.629	209.450	10.301	48.847	9.840	9.820	48.775
4301	43.00000	-1326.713	3647.905	182.932	-1225.639	3668.211	170.495	-1284.054	3713.384	168.600	-1238.594	3616.489	184.672	-1268.066	3676.423	210.631	10.491	374.901	48.710	574.408	10.255	48.673	209.464	10.322	48.866	9.850	9.813	48.811
4302	43.01000	-1326.650	3648.024	183.325	-1225.520	3668.247	170.505	-1283.987	3713.462	168.658	-1238.497	3616.597	184.967	-1267.937	3676.750	210.855	10.503	374.874	48.743	574.443	10.277	48.729	209.441	10.314	48.940	9.838	9.832	48.831
4303	43.02000	-1326.620	3648.135	183.519	-1225.556	3668.205	170.560	-1284.042	3713.482	168.791	-1238.442	3616.566	184.995	-1267.885	3676.632	210.839	10.500	374.945	48.757	574.409	10.246	48.744	209.464	10.317	48.928	9.815	9.836	48.858
4304	43.03000	-1326.592	3648.003	183.365	-1225.495	3668.222	170.653	-1283.979	3713.410	168.972	-1238.335	3616.473	184.698	-1267.965	3676.431	210.751	10.510	374.892	48.774	574.322	10.294	48.681	209.450	10.321	48.878	9.908	9.872	48.866
4305	43.04000	-1326.617	3647.907	183.252	-1225.563	3668.230	170.546	-1283.909	3713.444	168.784	-1238.493	3616.543	184.664	-1268.054	3676.489	210.758	10.483	374.854	48.720	574.335	10.267	48.638	209.462	10.300	48.878	9.877	9.815	48.845
4306	43.05000	-1326.700	3648.071	183.307	-1225.580	3668.202	170.483	-1284.074	3713.477	168.599	-1238.540	3616.637	184.889	-1267.925	3676.732	210.598	10.472	374.885	48.667	574.301	10.270	48.687	209.456	10.293	48.820	9.870	9.856	48.840
4307	43.06000	-1326.779	3648.041	183.298	-1225.725	3668.214	170.496	-1284.585	3713.704	169.217	-1238.692	3616.508	184.803	-1268.064	3676.644	210.603	10.482	374.915	48.721	574.268	10.281	48.642	209.442	10.309	48.891	9.850	9.837	48.842
4308	43.07000	-1326.804	3647.999	183.295	-1225.697	3668.178	170.445	-1284.174	3713.391	168.682	-1238.586	3616.468	184.795	-1267.975	3676.463	210.751	10.491	374.885	48.712	574.299	10.257	48.665	209.472	10.337	48.868	9.846	9.804	48.811
4309	43.08000	-1326.808	3647.885	183.289	-1225.650	3668.149	170.494	-1284.102	3713.333	168.713	-1238.506	3616.432	184.726	-1268.062	3676.400	210.738	10.470	374.907	48.743	574.272	10.305	48.672	209.455	10.345	48.873	9.834	9.830	48.813
4310	43.09000	-1326.761	3647.875	183.233	-1225.632	3668.179	170.553	-1284.076	3713.375	168.742	-1238.615	3616.508	184.920	-1268.213	3676.471	210.746	10.507	374.861	48.756	574.344	10.280	48.702	209.451	10.327	48.885	9.894	9.858	48.837
4311	43.10000	-1326.792	3647.898	183.412	-1225.724	3668.095	170.634	-1284.135	3713.312	168.771	-1238.618	3616.477	184.929	-1268.009	3676.509	210.832	10.495	374.911	48.733	574.317	10.272	48.719	209.485	10.332	48.898	9.869	9.822	48.882
4312	43.11000	-1326.756	3647.835	183.563	-1225.709	3668.129	170.574	-1284.185	3713.305	168.914	-1238.583	3616.392	184.835	-1268.049	3676.427	210.826	10.536	374.876	48.789	574.263	10.281	48.677	209.469	10.324	48.881	9.853	9.871	48.862
4313	43.12000	-1326.883	3647.872	183.334	-1225.822	3668.128	170.629	-1284.735	3713.536	169.322	-1238.676	3616.362	184.828	-1268.087	3676.370	210.865	10.461	374.861	48.713	574.273	10.278	48.655	209.408	10.315	48.889	9.868	9.859	48.841
4314	43.13000	-1326.986	3647.758	183.144	-1226.076	3668.089	170.728	-1284.447	3713.314	168.659	-1238.825	3616.334	184.901	-1268.355	3676.364	210.919	10.496	374.939	48.726	574.398	10.291	48.672	209.452	10.299	48.860	9.849	9.830	48.804
4315	43.14000	-1326.988	3647.842	183.398	-1225.793	3668.102	170.706	-1284.479	3713.220	168.718	-1238.761	3616.426	185.055	-1268.328	3676.496	210.809	10.490	374.874	48.737	574.352	10.294	48.651	209.428	10.315	48.832	9.868	9.851	48.815
4316	43.15000	-1326.987	3647.873	183.524	-1225.903	3668.128	170.718	-1284.411	3713.279	168.680	-1238.636	3616.443	185.076	-1268.118	3676.478	210.895	10.509	374.913	48.765	574.391	10.259	48.597	209.460	10.317	48.862	9.869	9.870	48.817
4317	43.16000	-1326.896	3647.772	183.580	-1225.968	3668.164	170.808	-1284.369	3713.215	168.887	-1238.799	3616.364	185.115	-1268.365	3676.482	211.013	10.517	374.863	48.742	574.351	10.272	48.649	209.460	10.344	48.909	9.860	9.831	48.817
4318	43.17000	-1327.184	3647.649	183.214	-1226.043	3668.099	170.822	-1284.420	3713.227	168.961	-1238.870	3616.293	184.989	-1268.566	3676.263	210.958	10.518	374.862	48.727	574.338	10.327	48.720	209.429	10.335	48.914	9.875	9.826	48.828
4319	43.18000	-1327.249	3647.661	183.266	-1226.238	3668.107	170.867	-1284.715	3713.182	168.853	-1239.189	3616.399	185.128	-1268.701	3676.320	211.157	10.483	374.892	48.716	574.316	10.244	48.678	209.446	10.309	48.878	9.865	9.866	48.810
4320	43.19000	-1327.176	3647.741	183.762	-1226.132	3668.119	170.747	-1285.168	3713.380	169.315	-1239.093	3616.458	185.285	-1268.366	3676.550	211.073	10.491	374.910	48.741	574.270	10.242	48.633	209.449	10.326	48.880	9.841	9.842	48.812
4321	43.20000	-1327.266	3647.683	183.743	-1226.271	3668.051	170.810	-1284.713	3713.141	168.881	-1239.034	3616.338	185.182	-1268.436	3676.370	211.087	10.482	374.891	48.750	574.250	10.245	48.652	209.432	10.329	48.844	9.822	9.882	48.811
4322	43.21000	-1327.398	3647.587	183.382	-1226.309	3668.042	170.926	-1284.838	3713.173	168.923	-1239.150	3616.229	185.109	-1268.834	3676.139	211.281	10.493	374.861	48.753	574.294	10.270	48.630	209.434	10.354	48.878	9.847	9.869	48.828
4323	43.22000	-1327.403	3647.535	183.498	-1226.424	3668.045	171.042	-1284.756	3713.134	169.052	-1239.181	3616.335	185.175	-1268.823	3676.200	211.120	10.500	374.846	48.752	574.277	10.299	48.673	209.449	10.337	48.844	9.835	9.817	48.830
4324	43.23000	-1327.349	3647.759	183.783	-1226.411	3668.075	170.949	-1284.965	3713.226	168.731	-1239.272	3616.430	185.334	-1268.725	3676.554	211.141	10.514	374.916	48.783	574.317	10.299	48.678	209.486	10.343	48.907	9.855	9.856	48.836
4325	43.24000	-1327.542	3647.758	183.829	-1226.459	3668.137	170.941	-1285.083	3713.199	168.860	-1239.266	3616.406	185.294	-1268.754	3676.489	211.231	10.517	374.890	48.775	574.318	10.279	48.701	209.499	10.360	48.899	9.869	9.854	48.855
4326	43.25000	-1327.544	3647.625	183.529	-1226.525	3668.097	171.056	-1285.230	3713.236	168.941	-1239.556	3616.322	185.178	-1269.070	3676.223	211.309	10.482	374.856	48.700	574.402	10.285	48.671	209.457	10.315	48.899	9.829	9.835	48.797
4327	43.26000	-1327.775	3647.604	183.486	-1226.632	3668.169	171.129	-1285.467	3713.320	168.903	-1239.405	3616.335	185.268	-1269.212	3676.247	211.430	10.496	374.873	48.743	574.396	10.265	48.696	209.451	10.304	48.902	9.841	9.842	48.839
4328	43.27000	-1327.796	3647.710	183.754	-1226.626	3668.141	171.186	-1285.438	3713.310	168.891	-1239.617	3616.471	185.534	-1269.175	3676.488	211.493	10.505	374.876	48.736	574.431	10.240	48.687	209.423	10.321	48.840	9.861	9.872	48.827
4329	43.28000	-1327.834	3647.845	183.934	-1226.876	3668.197	171.186	-1285.464	3713.303	169.071	-1239.683	3616.502	185.659	-1269.184	3676.610	211.578	10.508	374.885	48.762	574.322	10.325	48.675	209.424	10.337	48.896	9.872	9.845	48.837
4330	43.29000	-1327.986	3647.711	183.917	-1226.931	3668.179	171.211	-1285.435	3713.326	169.169	-1239.722	3616.389	185.612	-1269.260	3676.342	211.555	10.494	374.887	48.767	574.338	10.293	48.687	209.427	10.340	48.848	9.850	9.872	48.808
4331	43.30000	-1328.117	3647.776	183.743	-1227.036	3668.193	171.349	-1285.919	3713.328	168.982	-1239.925	3616.451	185.484	-1269.604	3676.292	211.617	10.506	374.895	48.737	574.337	10.271	48.685	209.445	10.309	48.870	9.875	9.837	48.803
4332	43.31000	-1328.299	3647.690	183.760	-1227.412	3668.222	171.521	-1285.938	3713.335	169.011	-1240.140	3616.407	185.710	-1269.814	3676.417	211.540	10.454	374.886	48.718	574.276	10.279	48.662	209.481	10.319	48.881	9.845	9.834	48.812
4333	43.32000	-1328.302	3647.787	183.967	-1227.310	3668.237	171.435	-1286.013	3713.359	169.144	-1240.057	3616.455	185.834	-1269.723	3676.529	211.618	10.495	374.910	48.723	574.284	10.283	48.676	209.383	10.307	48.877	9.867	9.868	48.831
4334	43.33000	-1328.387	3647.845	184.230	-1227.308	3668.255	171.609	-1285.954	3713.457	169.204	-1240.198	3616.469	186.052	-1269.675	3676.603	211.719	10.482	374.899	48.738	574.346	10.306	48.687	209.432	10.287	48.895	9.837	9.845	48.856
4335	43.34000	-1328.697	3647.834	184.250	-1227.373	3668.313	171.488	-1286.126	3713.411	169.332	-1240.300	3616.485	185.994	-1269.812	3676.521	211.818	10.473	374.898	48.779	574.297	10.280	48.647	209.440	10.315	48.862	9.854	9.826	48.834
4336	43.35000	-1328.892	3647.806	183.896	-1227.732	3668.352	171.580	-1286.892	3713.655	169.931	-1240.678	3616.541	185.846	-1270.268	3676.425	211.714	10.489	374.887	48.771	574.361	10.241	48.689	209.464	10.332	48.916	9.892	9.846	48.790
4337	43.36000	-1329.144	3647.777	183.778	-1227.878	3668.343	171.697	-1286.540	3713.352	169.385	-1240.939	3616.496	185.993	-1270.587	3676.465	211.726	10.492	374.867	48.722	574.331	10.262	48.654	209.426	10.291	48.852	9.838	9.826	48.794
4338	43.37000	-1329.294	3647.895	184.134	-1228.109	3668.318	171.750	-1286.730	3713.438	169.358	-1240.894	3616.610	186.217	-1270.468	3676.689	211.800	10.483	374.867	48.725	574.329	10.252	48.633	209.437	10.324	48.874	9.858	9.812	48.829
4339	43.38000	-1329.352	3647.892	184.360	-1228.163	3668.363	171.919	-1286.951	3713.394	169.455	-1240.961	3616.664	186.341	-1270.637	3676.819	211.784	10.521	374.890	48.719	574.406	10.247	48.671	209.437	10.337	48.869	9.866	9.860	48.820
4340	43.39000	-1329.571	3647.747	184.155	-1228.363	3668.356	171.869	-1287.224	3713.362	169.580	-1241.254	3616.607	186.156	-1270.866	3676.492	211.894	10.500	374.894	48.768	574.401	10.283	48.676	209.425	10.320	48.852	9.871	9.854	48.855
4341	43.40000	-1329.941	3647.651	183.969	-1228.761	3668.354	171.892	-1287.308	3713.395	169.545	-1241.417	3616.568	186.198	-1271.419	3676.490	211.877	10.497	374.885	48.759	574.417	10.265	48.727	209.427	10.302	48.878	9.835	9.810	48.832
4342	43.41000	-1330.116	3647.697	184.169	-1229.089	3668.339	171.931	-1287.515	3713.392	169.435	-1241.654	3616.659	186.387	-1271.606	3676.568	211.914	10.528	374.888	48.752	574.260	10.262	48.693	209.475	10.330	48.902	9.848	9.871	48.835
4343	43.42000	-1330.208	3647.798	184.294	-1229.394	3668.369	172.008	-1287.738	3713.439	169.454	-1241.756	3616.659	186.469	-1271.577	3676.730	211.986	10.483	374.884	48.753	574.312	10.272	48.664	209.437	10.316	48.895	9.846	9.862	48.848
4344	43.43000	-1330.309	3647.719	184.373	-1229.482	3668.356	171.913	-1287.890	3713.495	169.448	-1241.894	3616.574	186.446	-1271.676	3676.591	211.940	10.488	374.866	48.739	574.350	10.228	48.686	209.465	10.315	48.877	9.852	9.844	48.804
4345	43.44000	-1330.656	3647.592	184.150	-1229.851	3668.377	171.975	-1288.297	3713.346	169.761	-1241.978	3616.583	186.317	-1271.987	3676.565	212.065	10.487	374.906	48.739	574.271	10.252	48.700	209.439	10.354	48.857	9.838	9.807	48.826
4346	43.45000	-1331.073	3647.543	184.006	-1230.035	3668.330	172.119	-1288.660	3713.314	169.682	-1242.394	3616.537	186.546	-1272.519	3676.325	211.939	10.492	374.856	48.745	574.273	10.273	48.657	209.416	10.319	48.921	9.870	9.833	48.797
4347	43.46000	-1331.467	3647.599	184.007	-1230.414	3668.315	172.135	-1288.903	3713.330	169.761	-1242.697	3616.516	186.676	-1272.898	3676.435	212.116	10.505	374.923	48.770	574.312	10.263	48.718	209.431	10.305	48.862	9.855	9.830	48.804
4348	43.47000	-1331.763	3647.623	184.271	-1230.620	3668.361	172.027	-1289.122	3713.290	169.699	-1242.832	3616.557	186.617	-1272.857	3676.458	212.133	10.496	374.865	48.756	574.332	10.306	48.729	209.435	10.301	48.863	9.852	9.827	48.853
4349	43.48000	-1331.820	3647.447	184.373	-1230.914	3668.249	172.216	-1289.370	3713.233	169.876	-1243.001	3616.515	186.646	-1273.193	3676.412	212.048	10.521	374.927	48.784	574.355	10.253	48.726	209.446	10.354	48.889	9.854	9.862	48.832
4350	43.49000	-1332.059	3647.367	184.210	-1231.265	3668.242	172.196	-1289.699	3713.223	169.916	-1243.311	3616.486	186.642	-1273.863	3676.236	212.133	10.493	374.887	48.753	574.305	10.294	48.682	209.440	10.313	48.910	9.849	9.853	48.874
4351	43.50000	-1332.526	3647.331	184.007	-1231.496	3668.285	172.316	-1290.470	3713.388	170.504	-1243.925	3616.421	186.555	-1274.302	3676.129	212.194	10.490	374.828	48.751	574.445	10.299	48.710	209.483	10.340	48.885	9.835	9.876	48.820
4352	43.51000	-1332.902	3647.356	184.342	-1231.838	3668.273	172.229	-1290.600	3713.171	169.982	-1244.203	3616.394	186.724	-1274.546	3676.156	212.458	10.480	374.914	48.741	574.387	10.289	48.653	209.395	10.327	48.862	9.850	9.862	48.827
4353	43.52000	-1333.163	3647.375	184.587	-1232.261	3668.246	172.425	-1290.989	3713.115	169.977	-1244.653	3616.431	186.848	-1274.780	3676.382	212.458	10.457	374.833	48.761	574.405	10.239	48.655	209.409	10.289	48.842	9.856	9.827	48.795
4354	43.53000	-1333.521	3647.194	184.657	-1232.427	3668.211	172.562	-1291.355	3713.124	169.888	-1245.026	3616.407	187.115	-1275.188	3676.179	212.489	10.485	374.846	48.776	574.214	10.248	48.643	209.430	10.309	48.847	9.827	9.862	48.828
4355	43.54000	-1333.827	3647.155	184.512	-1232.782	3668.195	172.652	-1291.967	3712.957	170.235	-1245.286	3616.278	186.915	-1275.672	3676.081	212.545	10.495	374.939	48.737	574.323	10.254	48.663	209.447	10.269	48.870	9.855	9.851	48.803
4356	43.55000	-1333.998	3646.944	184.795	-1233.137	3668.187	172.640	-1292.430	3712.904	170.349	-1245.744	3616.294	187.121	-1276.128	3675.971	212.591	10.507	374.914	48.792	574.314	10.272	48.679	209.482	10.350	48.893	9.849	9.849	48.811
4357	43.56000	-1334.524	3646.981	184.905	-1233.418	3668.183	172.820	-1292.868	3712.888	170.410	-1246.031	3616.307	187.321	-1276.642	3675.996	212.774	10.524	374.876	48.745	574.325	10.275	48.745	209.478	10.352	48.851	9.867	9.844	48.835
4358	43.57000	-1334.973	3646.934	185.072	-1233.999	3668.078	173.116	-1293.110	3712.787	170.488	-1246.405	3616.227	187.501	-1276.827	3676.024	212.855	10.505	374.901	48.766	574.291	10.274	48.701	209.460	10.336	48.843	9.862	9.885	48.831
4359	43.58000	-1335.372	3646.829	185.162	-1234.646	3668.041	173.237	-1293.698	3712.717	170.558	-1246.874	3616.192	187.449	-1277.172	3675.864	212.890	10.517	374.938	48.736	574.342	10.334	48.662	209.416	10.333	48.905	9.825	9.838	48.809
4360	43.59000	-1336.152	3646.736	184.945	-1235.277	3668.011	173.247	-1294.137	3712.626	170.671	-1247.219	3616.120	187.497	-1277.763	3675.873	212.999	10.474	374.918	48.686	574.338	10.276	48.712	209.444	10.317	48.844	9.851	9.841	48.819
4361	43.60000	-1336.691	3646.603	184.929	-1235.808	3668.052	173.302	-1294.602	3712.579	170.763	-1247.782	3616.092	187.650	-1278.529	3675.781	213.104	10.493	374.893	48.733	574.269	10.277	48.674	209.462	10.327	48.874	9.810	9.848	48.847
4362	43.61000	-1337.252	3646.510	184.943	-1236.261	3668.016	173.703	-1295.367	3712.724	171.539	-1248.458	3616.026	188.019	-1279.373	3675.681	213.288	10.464	374.946	48.754	574.392	10.278	48.717	209.423	10.307	48.907	9.861	9.870	48.849
4363	43.62000	-1337.581	3646.439	185.210	-1236.827	3667.930	173.971	-1295.528	3712.436	171.205	-1248.981	3615.939	188.260	-1279.714	3675.588	213.561	10.476	374.873	48.730	574.329	10.301	48.659	209.427	10.319	48.874	9.832	9.870	48.864
4364	43.63000	-1337.944	3646.437	185.606	-1237.137	3667.943	174.121	-1296.001	3712.443	171.491	-1249.280	3616.016	188.446	-1279.948	3675.745	213.752	10.523	374.903	48.754	574.410	10.286	48.659	209.496	10.320	48.887	9.865	9.820	48.833
4365	43.64000	-1338.683	3646.327	185.924	-1237.576	3667.929	174.317	-1296.706	3712.408	171.359	-1249.841	3616.056	188.935	-1280.663	3675.642	213.889	10.518	374.899	48.742	574.417	10.284	48.685	209.489	10.313	48.878	9.865	9.871	48.875
