NO_OF_FRAMES	1617
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-11, 15:26:18.257	1141584.09130630
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Mixed	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
781	7.80000	-76.421	48.788	1187.933	-127.445	102.622	1195.163	-23.523	107.372	1198.122	-85.816	154.030	1207.167	-83.520	85.687	1231.739
782	7.81000	-75.357	50.437	1188.495	-126.214	104.719	1195.246	-22.329	109.200	1198.600	-84.760	156.264	1207.442	-82.533	87.600	1232.180
783	7.82000	-74.242	52.412	1188.949	-125.233	106.587	1195.621	-21.217	111.142	1199.064	-83.481	157.851	1207.735	-81.449	89.647	1232.724
784	7.83000	-73.073	54.414	1189.519	-123.921	108.973	1195.742	-20.085	113.120	1199.487	-82.283	160.016	1208.023	-80.373	91.860	1233.084
785	7.84000	-71.897	56.553	1190.025	-122.689	111.217	1195.974	-18.864	115.280	1199.972	-81.046	162.148	1208.125	-79.295	94.087	1233.350
786	7.85000	-70.603	58.975	1190.380	-121.337	113.441	1196.103	-17.481	117.520	1200.443	-79.857	164.933	1208.250	-78.097	96.551	1233.704
787	7.86000	-69.202	61.329	1190.752	-120.137	115.806	1196.375	-16.280	119.799	1201.020	-78.343	167.097	1208.280	-76.752	99.169	1234.061
788	7.87000	-67.704	63.913	1191.282	-118.573	118.221	1196.530	-14.643	122.617	1201.172	-76.885	169.720	1208.362	-75.300	101.956	1234.302
789	7.88000	-66.053	66.745	1191.735	-116.780	121.275	1196.491	-13.003	125.304	1201.505	-75.310	172.609	1208.223	-73.819	104.867	1234.565
790	7.89000	-64.286	69.593	1192.027	-115.092	124.177	1196.540	-11.287	128.301	1201.663	-73.596	175.607	1208.100	-72.093	107.956	1234.792
791	7.90000	-62.297	72.597	1192.382	-113.273	126.863	1196.659	-9.385	131.404	1201.733	-71.736	178.613	1207.868	-70.308	111.220	1234.908
792	7.91000	-60.199	75.641	1192.755	-111.361	129.937	1196.617	-7.416	134.653	1201.794	-69.842	181.691	1207.482	-68.215	114.504	1235.101
793	7.92000	-58.101	78.843	1192.880	-109.163	133.087	1196.522	-5.281	138.062	1201.835	-67.807	184.968	1207.264	-66.250	117.908	1235.177
794	7.93000	-55.820	82.194	1193.200	-106.924	136.672	1196.221	-3.118	141.451	1201.801	-65.748	188.782	1206.936	-64.072	121.484	1235.158
795	7.94000	-53.525	85.653	1193.407	-104.702	139.979	1196.388	-0.774	144.925	1201.723	-63.463	191.910	1206.448	-61.805	125.163	1235.157
796	7.95000	-50.822	89.290	1193.498	-102.380	143.368	1196.245	1.530	148.637	1201.742	-61.127	195.355	1206.129	-59.406	128.815	1235.020
797	7.96000	-48.500	92.761	1193.958	-99.933	146.873	1196.077	3.962	152.360	1201.642	-58.800	199.169	1205.833	-56.975	132.742	1234.962
798	7.97000	-45.824	96.466	1194.192	-97.308	150.601	1196.036	6.560	156.235	1201.646	-56.400	203.196	1205.496	-54.349	136.645	1234.996
799	7.98000	-43.257	100.239	1194.419	-94.748	154.207	1196.052	9.056	160.107	1201.529	-53.898	206.654	1205.179	-51.721	140.526	1235.119
800	7.99000	-40.443	104.157	1194.653	-92.146	157.950	1195.960	11.715	164.012	1201.242	-51.291	210.537	1204.563	-49.115	144.564	1235.174
801	8.00000	-37.760	108.041	1194.869	-89.412	161.777	1195.936	14.392	168.241	1201.415	-48.694	214.481	1204.533	-46.453	148.697	1235.312
802	8.01000	-34.918	111.995	1195.053	-86.735	165.711	1195.875	17.083	172.375	1201.499	-46.070	218.509	1204.353	-43.665	152.807	1235.283
803	8.02000	-32.092	116.012	1195.478	-83.967	169.898	1195.896	19.837	176.329	1201.398	-43.414	222.505	1204.098	-40.964	157.089	1235.351
804	8.03000	-29.274	120.202	1195.582	-81.232	173.777	1195.974	22.563	180.498	1201.505	-40.749	226.769	1203.815	-38.171	161.400	1235.525
805	8.04000	-26.445	124.496	1196.074	-78.310	178.017	1196.137	25.386	184.838	1201.585	-37.976	230.936	1203.781	-35.289	165.842	1235.672
806	8.05000	-23.504	128.831	1196.333	-75.588	182.301	1196.312	28.215	189.191	1201.613	-35.278	235.212	1203.842	-32.529	170.260	1235.896
807	8.06000	-20.736	133.117	1196.894	-72.832	186.528	1196.517	30.965	193.660	1201.881	-32.465	239.661	1203.861	-29.720	174.729	1236.123
808	8.07000	-17.808	137.588	1197.247	-69.978	190.837	1196.753	33.779	198.097	1202.076	-29.759	244.098	1203.848	-26.925	179.409	1236.544
809	8.08000	-14.951	142.040	1197.689	-67.096	195.518	1196.963	36.587	202.804	1202.480	-27.029	248.605	1203.864	-24.117	184.109	1236.827
