NO_OF_FRAMES	5019
NO_OF_CAMERAS	12
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-03-02, 12:21:16.174	703881.88170780
DATA_INCLUDED	6D
BODY_NAMES	Drone	Origin
BODY_FILTERS	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	
ROTATION_ORIGIN	Global	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		Origin X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
997	9.96000	1086.85078	3864.97422	200.99298	0.69084	0.05849	-0.51083	1.34980	0.99996	-0.00890	-0.00113	0.00892	0.99989	0.01205	0.00102	-0.01206	0.99993		201.15751	101.24467	48.95345	0.00938	0.00206	0.00015	0.01564	1.00000	0.00000	-0.00004	-0.00000	1.00000	0.00016	0.00004	-0.00016	1.00000	
998	9.97000	1086.90292	3864.92954	201.10361	0.70199	0.14950	-0.48558	1.38819	0.99996	-0.00844	-0.00271	0.00847	0.99989	0.01223	0.00261	-0.01225	0.99992		201.13563	101.24884	48.94087	0.01145	0.00161	0.00149	0.02800	1.00000	0.00003	-0.00003	-0.00003	1.00000	0.00020	0.00003	-0.00020	1.00000	
999	9.98000	1086.91914	3865.03753	201.12587	0.49680	0.31968	-0.46677	1.42588	0.99995	-0.00810	-0.00565	0.00815	0.99993	0.00862	0.00558	-0.00867	0.99995		201.14643	101.26966	48.94020	0.00164	0.00729	0.00044	0.02840	1.00000	0.00001	-0.00013	-0.00001	1.00000	0.00003	0.00013	-0.00003	1.00000	
1000	9.99000	1086.71388	3865.08410	201.37539	0.75575	0.15687	-0.19614	1.16047	0.99999	-0.00339	-0.00278	0.00342	0.99991	0.01318	0.00274	-0.01319	0.99991		201.15168	101.28941	48.95188	0.00851	0.00397	0.00296	0.02682	1.00000	0.00005	-0.00007	-0.00005	1.00000	0.00015	0.00007	-0.00015	1.00000	
1001	10.00000	1086.61782	3865.06718	201.07044	0.61671	0.23238	-0.52664	1.32037	0.99995	-0.00915	-0.00415	0.00919	0.99990	0.01073	0.00406	-0.01076	0.99993		201.16001	101.28548	48.95740	0.00577	-0.00111	0.00299	0.02357	1.00000	0.00005	0.00002	-0.00005	1.00000	0.00010	-0.00002	-0.00010	1.00000	
1002	10.01000	1086.39806	3865.02992	200.91510	0.76920	-0.04762	-0.55035	1.35751	0.99995	-0.00962	0.00070	0.00961	0.99986	0.01343	-0.00083	-0.01342	0.99991		201.17209	101.28957	48.98080	0.01167	0.00048	0.00275	0.01986	1.00000	0.00005	-0.00001	-0.00005	1.00000	0.00020	0.00001	-0.00020	1.00000	
1003	10.02000	1086.30059	3865.05081	200.83212	0.72736	0.11278	-0.52321	1.35401	0.99996	-0.00911	-0.00208	0.00913	0.99988	0.01268	0.00197	-0.01269	0.99992		201.15674	101.28682	48.97665	0.01144	0.00373	-0.00181	0.01493	1.00000	-0.00003	-0.00007	0.00003	1.00000	0.00020	0.00007	-0.00020	1.00000	
1004	10.03000	1086.26022	3865.11381	200.75450	0.52372	0.26888	-0.65689	1.39318	0.99992	-0.01142	-0.00480	0.01146	0.99989	0.00909	0.00469	-0.00914	0.99995		201.15545	101.24621	48.96886	0.00792	0.00031	0.00686	0.01155	1.00000	0.00012	-0.00001	-0.00012	1.00000	0.00014	0.00001	-0.00014	1.00000	
1005	10.04000	1086.24833	3865.17748	200.82687	0.48209	0.33671	-0.58790	1.41009	0.99993	-0.01021	-0.00596	0.01026	0.99991	0.00835	0.00588	-0.00841	0.99995		201.15840	101.22507	48.94496	0.00156	0.00221	0.00433	0.02767	1.00000	0.00008	-0.00004	-0.00008	1.00000	0.00003	0.00004	-0.00003	1.00000	
1006	10.05000	1086.23275	3865.14730	200.91169	0.77274	0.09801	-0.53956	1.33666	0.99995	-0.00939	-0.00184	0.00942	0.99986	0.01347	0.00171	-0.01349	0.99991		201.13507	101.23161	48.93439	0.00860	0.00011	0.00268	0.01255	1.00000	0.00005	-0.00000	-0.00005	1.00000	0.00015	0.00000	-0.00015	1.00000	
1007	10.06000	1086.27131	3865.19603	200.99663	0.64767	-0.04235	-0.55979	1.38790	0.99995	-0.00978	0.00063	0.00977	0.99989	0.01131	-0.00074	-0.01130	0.99994		201.15161	101.28595	48.96150	0.01634	0.00272	0.00234	0.02680	1.00000	0.00004	-0.00005	-0.00004	1.00000	0.00029	0.00005	-0.00029	1.00000	
1008	10.07000	1086.27473	3865.27248	201.22566	0.54339	0.23200	-0.49605	1.48501	0.99995	-0.00862	-0.00413	0.00866	0.99992	0.00945	0.00405	-0.00948	0.99995		201.15190	101.27114	48.96613	0.01646	-0.00385	0.00149	0.01984	1.00000	0.00003	0.00007	-0.00003	1.00000	0.00029	-0.00007	-0.00029	1.00000	
1009	10.08000	1086.37508	3865.30669	201.24392	0.54523	0.35831	-0.48328	1.34388	0.99994	-0.00837	-0.00633	0.00843	0.99992	0.00946	0.00625	-0.00952	0.99994		201.15907	101.29448	49.01933	0.01308	0.00102	0.00180	0.03148	1.00000	0.00003	-0.00002	-0.00003	1.00000	0.00023	0.00002	-0.00023	1.00000	
1010	10.09000	1086.08801	3865.27285	201.30307	0.85110	0.29247	-0.22529	1.11814	0.99998	-0.00386	-0.00516	0.00393	0.99988	0.01483	0.00510	-0.01485	0.99988		201.16044	101.27751	48.99636	0.01303	-0.00053	0.00461	0.02227	1.00000	0.00008	0.00001	-0.00008	1.00000	0.00023	-0.00001	-0.00023	1.00000	
1011	10.10000	1086.12358	3865.19667	200.81136	0.55667	0.15494	-0.69875	1.50503	0.99992	-0.01217	-0.00282	0.01220	0.99988	0.00968	0.00270	-0.00972	0.99995		201.14673	101.23905	48.96367	0.00122	0.00189	0.00277	0.01667	1.00000	0.00005	-0.00003	-0.00005	1.00000	0.00002	0.00003	-0.00002	1.00000	
1012	10.11000	1085.84555	3865.23810	200.72614	0.68295	-0.00021	-0.71875	1.31810	0.99992	-0.01254	-0.00015	0.01254	0.99985	0.01192	-0.00000	-0.01192	0.99993		201.13955	101.23672	48.95339	0.01391	0.00309	0.00210	0.02836	1.00000	0.00004	-0.00005	-0.00004	1.00000	0.00024	0.00005	-0.00024	1.00000	
1013	10.12000	1085.59431	3865.32845	200.72602	0.54044	0.09434	-0.65986	1.23243	0.99993	-0.01150	-0.00175	0.01152	0.99989	0.00941	0.00165	-0.00943	0.99995		201.14826	101.21629	48.92660	0.00668	0.00187	0.00394	0.01482	1.00000	0.00007	-0.00003	-0.00007	1.00000	0.00012	0.00003	-0.00012	1.00000	
1014	10.13000	1085.56212	3865.25625	200.77545	0.70481	0.16670	-0.64572	1.20344	0.99993	-0.01123	-0.00305	0.01127	0.99986	0.01227	0.00291	-0.01230	0.99992		201.13540	101.22788	48.95667	0.00539	-0.00117	0.00408	0.02022	1.00000	0.00007	0.00002	-0.00007	1.00000	0.00009	-0.00002	-0.00009	1.00000	
1015	10.14000	1085.79900	3865.24162	200.97591	0.71098	0.40105	-0.59682	1.43050	0.99992	-0.01033	-0.00713	0.01042	0.99987	0.01234	0.00700	-0.01241	0.99990		201.14044	101.26650	49.00482	0.00761	0.00062	0.00350	0.01481	1.00000	0.00006	-0.00001	-0.00006	1.00000	0.00013	0.00001	-0.00013	1.00000	
1016	10.15000	1085.75714	3865.34324	201.15576	0.72111	0.31995	-0.52396	1.33030	0.99994	-0.00907	-0.00570	0.00914	0.99988	0.01253	0.00558	-0.01259	0.99991		201.15494	101.29693	49.00477	0.00783	0.00455	0.00409	0.02319	1.00000	0.00007	-0.00008	-0.00007	1.00000	0.00014	0.00008	-0.00014	1.00000	
1017	10.16000	1085.76274	3865.41880	201.29689	0.62517	0.30139	-0.53260	1.29752	0.99994	-0.00924	-0.00536	0.00930	0.99990	0.01086	0.00526	-0.01091	0.99993		201.17545	101.30008	48.99240	0.01003	-0.00481	0.00184	0.03166	1.00000	0.00003	0.00008	-0.00003	1.00000	0.00018	-0.00008	-0.00018	1.00000	
1018	10.17000	1085.72011	3865.43423	201.28527	0.62476	0.28339	-0.48786	1.26784	0.99995	-0.00846	-0.00504	0.00851	0.99990	0.01086	0.00495	-0.01090	0.99993		201.17324	101.26955	48.95477	0.01237	-0.00347	0.00061	0.02056	1.00000	0.00001	0.00006	-0.00001	1.00000	0.00022	-0.00006	-0.00022	1.00000	
1019	10.18000	1085.51545	3865.40638	201.24979	0.66620	0.23188	-0.44065	1.24906	0.99996	-0.00764	-0.00414	0.00769	0.99990	0.01160	0.00405	-0.01163	0.99992		201.12261	101.23140	48.93549	0.01280	-0.00241	-0.00016	0.03053	1.00000	-0.00000	0.00004	0.00000	1.00000	0.00022	-0.00004	-0.00022	1.00000	
1020	10.19000	1085.28590	3865.39681	201.13342	0.90543	0.19417	-0.50796	1.18654	0.99995	-0.00881	-0.00353	0.00887	0.99984	0.01577	0.00339	-0.01580	0.99987		201.12145	101.21571	48.94329	0.01797	-0.00079	0.00092	0.02834	1.00000	0.00002	0.00001	-0.00002	1.00000	0.00031	-0.00001	-0.00031	1.00000	
1021	10.20000	1085.18187	3865.44830	201.07467	0.73325	0.52405	-0.62686	1.29335	0.99990	-0.01082	-0.00929	0.01094	0.99986	0.01270	0.00915	-0.01280	0.99988		201.13667	101.22047	48.92707	0.00892	-0.00216	0.00371	0.02784	1.00000	0.00006	0.00004	-0.00006	1.00000	0.00016	-0.00004	-0.00016	1.00000	
1022	10.21000	1084.96532	3865.54598	201.10974	0.77353	0.52699	-0.53581	1.18126	0.99991	-0.00923	-0.00932	0.00935	0.99987	0.01341	0.00920	-0.01350	0.99987		201.14392	101.23432	48.97122	0.01733	-0.00097	0.00297	0.03431	1.00000	0.00005	0.00002	-0.00005	1.00000	0.00030	-0.00002	-0.00030	1.00000	
1023	10.22000	1084.83602	3865.54191	201.11140	1.03902	0.14344	-0.43767	1.01029	0.99997	-0.00759	-0.00264	0.00764	0.99981	0.01811	0.00250	-0.01813	0.99983		201.16271	101.24331	48.95450	0.00947	0.00182	0.00133	0.02293	1.00000	0.00002	-0.00003	-0.00002	1.00000	0.00017	0.00003	-0.00017	1.00000	
1024	10.23000	1084.84804	3865.53831	201.02661	0.85991	0.29974	-0.60062	1.26566	0.99993	-0.01040	-0.00539	0.01048	0.99983	0.01495	0.00523	-0.01501	0.99987		201.15957	101.25630	48.95788	0.00925	0.00499	0.00110	0.02367	1.00000	0.00002	-0.00009	-0.00002	1.00000	0.00016	0.00009	-0.00016	1.00000	
1025	10.24000	1084.76320	3865.67339	201.28663	0.87599	-0.05458	-0.22272	1.06845	0.99999	-0.00390	0.00089	0.00389	0.99988	0.01529	-0.00095	-0.01529	0.99988		201.15274	101.27022	48.98151	0.00561	0.00239	0.00393	0.01157	1.00000	0.00007	-0.00004	-0.00007	1.00000	0.00010	0.00004	-0.00010	1.00000	
1026	10.25000	1084.83156	3865.70375	201.35566	0.74337	0.27624	-0.41192	1.17857	0.99996	-0.00713	-0.00491	0.00719	0.99989	0.01294	0.00482	-0.01297	0.99990		201.15318	101.27617	48.95055	0.01805	-0.00088	-0.00322	0.01861	1.00000	-0.00006	0.00002	0.00006	1.00000	0.00031	-0.00002	-0.00031	1.00000	
1027	10.26000	1084.87439	3865.68715	201.37560	0.74313	0.39130	-0.42994	1.22783	0.99995	-0.00741	-0.00693	0.00750	0.99989	0.01292	0.00683	-0.01297	0.99989		201.14463	101.23247	48.92837	0.00503	0.00657	0.00135	0.02253	1.00000	0.00002	-0.00011	-0.00002	1.00000	0.00009	0.00011	-0.00009	1.00000	
1028	10.27000	1084.49910	3865.68180	201.40183	1.03451	0.10927	-0.26806	1.07583	0.99999	-0.00464	-0.00199	0.00468	0.99983	0.01805	0.00191	-0.01805	0.99984		201.12764	101.23878	48.93890	0.01113	-0.00010	0.00360	0.02495	1.00000	0.00006	0.00000	-0.00006	1.00000	0.00019	-0.00000	-0.00019	1.00000	
1029	10.28000	1084.36890	3865.64518	201.29574	1.05816	-0.00871	-0.23330	1.03751	0.99999	-0.00407	0.00008	0.00407	0.99982	0.01847	-0.00015	-0.01847	0.99983		201.15505	101.22077	48.95556	0.00675	-0.00291	0.00098	0.01692	1.00000	0.00002	0.00005	-0.00002	1.00000	0.00012	-0.00005	-0.00012	1.00000	
1030	10.29000	1084.25077	3865.75801	201.09167	0.71811	0.12261	-0.49855	1.22460	0.99996	-0.00867	-0.00225	0.00870	0.99988	0.01251	0.00214	-0.01253	0.99992		201.16869	101.26215	48.95706	0.02311	-0.00361	0.00412	0.03839	1.00000	0.00007	0.00006	-0.00007	1.00000	0.00040	-0.00006	-0.00040	1.00000	
1031	10.30000	1084.09228	3865.78000	201.24102	0.86791	0.18773	-0.31544	1.01534	0.99998	-0.00546	-0.00336	0.00551	0.99987	0.01513	0.00328	-0.01515	0.99988		201.16991	101.27437	48.98595	0.01212	-0.00228	0.00464	0.02676	1.00000	0.00008	0.00004	-0.00008	1.00000	0.00021	-0.00004	-0.00021	1.00000	
1032	10.31000	1083.97175	3865.70049	201.05157	0.71772	0.44459	-0.47817	1.22224	0.99994	-0.00825	-0.00786	0.00835	0.99989	0.01246	0.00776	-0.01253	0.99989		201.16597	101.30482	48.99279	0.01856	-0.00102	0.00272	0.03913	1.00000	0.00005	0.00002	-0.00005	1.00000	0.00032	-0.00002	-0.00032	1.00000	
1033	10.32000	1083.89054	3865.74731	201.01250	0.73663	0.47897	-0.43645	1.30711	0.99994	-0.00751	-0.00846	0.00762	0.99989	0.01279	0.00836	-0.01286	0.99988		201.15838	101.26007	48.96856	0.00782	0.00082	0.00296	0.02381	1.00000	0.00005	-0.00001	-0.00005	1.00000	0.00014	0.00001	-0.00014	1.00000	
1034	10.33000	1083.74814	3865.77656	200.94917	0.72605	0.03761	-0.50322	1.24258	0.99996	-0.00877	-0.00077	0.00878	0.99988	0.01267	0.00066	-0.01267	0.99992		201.15743	101.23523	48.94963	0.00141	-0.00013	0.00191	0.02622	1.00000	0.00003	0.00000	-0.00003	1.00000	0.00002	-0.00000	-0.00002	1.00000	
1035	10.34000	1083.79897	3865.88738	201.06116	0.49400	0.12205	-0.43419	1.34170	0.99997	-0.00756	-0.00220	0.00758	0.99993	0.00861	0.00213	-0.00862	0.99996		201.14410	101.22492	48.94405	0.01309	-0.00206	0.00358	0.02484	1.00000	0.00006	0.00004	-0.00006	1.00000	0.00023	-0.00004	-0.00023	1.00000	
1036	10.35000	1083.68570	3865.96905	201.24069	0.51642	0.06106	-0.53606	1.36014	0.99996	-0.00935	-0.00115	0.00936	0.99992	0.00900	0.00107	-0.00901	0.99996		201.14764	101.25173	48.95972	0.00943	0.00214	0.00118	0.01528	1.00000	0.00002	-0.00004	-0.00002	1.00000	0.00016	0.00004	-0.00016	1.00000	
1037	10.36000	1083.67006	3865.94627	201.32841	0.64425	0.32847	-0.46353	1.39595	0.99995	-0.00803	-0.00582	0.00809	0.99990	0.01120	0.00573	-0.01124	0.99992		201.16012	101.26745	48.96292	0.01095	0.00317	0.00084	0.03749	1.00000	0.00001	-0.00006	-0.00001	1.00000	0.00019	0.00006	-0.00019	1.00000	
1038	10.37000	1083.61834	3865.86185	201.34587	0.86360	0.42498	-0.44535	1.40115	0.99994	-0.00766	-0.00753	0.00777	0.99986	0.01501	0.00742	-0.01507	0.99986		201.16508	101.25854	48.98978	0.00749	0.00749	-0.00306	0.01916	1.00000	-0.00005	-0.00013	0.00005	1.00000	0.00013	0.00013	-0.00013	1.00000	
1039	10.38000	1083.27025	3866.04325	201.07084	0.56399	0.23490	-0.58775	1.44084	0.99994	-0.01022	-0.00420	0.01026	0.99990	0.00980	0.00410	-0.00984	0.99994		201.17079	101.28878	48.96293	0.01499	-0.00165	0.00246	0.02161	1.00000	0.00004	0.00003	-0.00004	1.00000	0.00026	-0.00003	-0.00026	1.00000	
1040	10.39000	1082.89427	3866.07677	201.14644	0.70366	0.01183	-0.31264	1.11046	0.99999	-0.00545	-0.00027	0.00546	0.99991	0.01228	0.00021	-0.01228	0.99992		201.15792	101.25900	48.92071	0.01525	-0.00171	0.00380	0.01722	1.00000	0.00007	0.00003	-0.00007	1.00000	0.00027	-0.00003	-0.00027	1.00000	
1041	10.40000	1082.85596	3866.00550	200.85230	0.69993	0.24016	-0.66243	1.38006	0.99992	-0.01151	-0.00433	0.01156	0.99986	0.01217	0.00419	-0.01222	0.99992		201.12901	101.23010	48.91670	0.00538	0.00284	-0.00020	0.02368	1.00000	-0.00000	-0.00005	0.00000	1.00000	0.00009	0.00005	-0.00009	1.00000	
1042	10.41000	1082.70167	3866.03972	200.95696	0.74749	0.23139	-0.59899	1.34944	0.99994	-0.01040	-0.00417	0.01045	0.99986	0.01300	0.00404	-0.01305	0.99991		201.16665	101.25108	48.94387	0.00728	0.00258	0.00296	0.03554	1.00000	0.00005	-0.00005	-0.00005	1.00000	0.00013	0.00005	-0.00013	1.00000	
1043	10.42000	1082.53582	3866.07028	201.23450	1.01039	0.07418	-0.36566	1.07137	0.99998	-0.00636	-0.00141	0.00638	0.99982	0.01763	0.00129	-0.01763	0.99984		201.16152	101.24522	48.95638	0.00653	0.00192	0.00313	0.02346	1.00000	0.00005	-0.00003	-0.00005	1.00000	0.00011	0.00003	-0.00011	1.00000	
1044	10.43000	1082.69153	3866.08390	201.13814	0.65969	0.36339	-0.55383	1.40990	0.99993	-0.00959	-0.00645	0.00967	0.99989	0.01145	0.00634	-0.01151	0.99991		201.16063	101.23002	48.99936	0.01013	0.00487	0.00649	0.02090	1.00000	0.00011	-0.00008	-0.00011	1.00000	0.00018	0.00008	-0.00018	1.00000	
1045	10.44000	1082.67278	3866.21719	201.30147	0.67946	0.42584	-0.62591	1.48151	0.99991	-0.01084	-0.00756	0.01092	0.99987	0.01178	0.00743	-0.01186	0.99990		201.19737	101.24944	48.97446	0.01308	-0.00211	0.00274	0.02007	1.00000	0.00005	0.00004	-0.00005	1.00000	0.00023	-0.00004	-0.00023	1.00000	
1046	10.45000	1082.55901	3866.26336	201.33659	0.63297	0.40287	-0.67687	1.51161	0.99991	-0.01173	-0.00716	0.01181	0.99987	0.01096	0.00703	-0.01105	0.99991		201.17832	101.27841	48.96446	0.00450	0.00303	0.00530	0.02534	1.00000	0.00009	-0.00005	-0.00009	1.00000	0.00008	0.00005	-0.00008	1.00000	
1047	10.46000	1082.36231	3866.18584	201.32034	0.72475	0.28353	-0.67815	1.47845	0.99992	-0.01177	-0.00510	0.01184	0.99985	0.01259	0.00495	-0.01265	0.99991		201.15381	101.25739	48.95079	0.00552	0.00176	0.00089	0.02255	1.00000	0.00002	-0.00003	-0.00002	1.00000	0.00010	0.00003	-0.00010	1.00000	
1048	10.47000	1081.95453	3866.25912	201.41377	0.91759	0.26880	-0.47104	1.24063	0.99996	-0.00814	-0.00482	0.00822	0.99984	0.01598	0.00469	-0.01601	0.99986		201.14075	101.27483	48.96093	0.01064	0.00314	0.00012	0.01982	1.00000	0.00000	-0.00005	-0.00000	1.00000	0.00019	0.00005	-0.00019	1.00000	
1049	10.48000	1082.01893	3866.39776	201.29798	0.57976	0.50337	-0.61413	1.34546	0.99990	-0.01063	-0.00889	0.01072	0.99989	0.01002	0.00879	-0.01012	0.99991		201.15824	101.24659	48.95823	0.00819	-0.00236	0.00223	0.03737	1.00000	0.00004	0.00004	-0.00004	1.00000	0.00014	-0.00004	-0.00014	1.00000	
1050	10.49000	1081.96693	3866.37063	201.33851	0.68734	0.56716	-0.65207	1.37466	0.99989	-0.01126	-0.01003	0.01138	0.99986	0.01188	0.00990	-0.01200	0.99988		201.17361	101.22686	48.96106	0.00925	0.00406	0.00370	0.02496	1.00000	0.00006	-0.00007	-0.00006	1.00000	0.00016	0.00007	-0.00016	1.00000	
1051	10.50000	1081.95038	3866.38949	201.38610	0.70052	0.57741	-0.73651	1.38232	0.99987	-0.01273	-0.01023	0.01285	0.99984	0.01210	0.01008	-0.01223	0.99987		201.15918	101.23597	48.93999	0.01708	-0.00175	0.00272	0.01940	1.00000	0.00005	0.00003	-0.00005	1.00000	0.00030	-0.00003	-0.00030	1.00000	
1052	10.51000	1081.88412	3866.40735	201.53199	0.79709	0.49856	-0.76463	1.38297	0.99987	-0.01322	-0.00889	0.01334	0.99982	0.01379	0.00870	-0.01391	0.99987		201.16377	101.25309	48.96508	0.01522	0.00021	0.00163	0.02678	1.00000	0.00003	-0.00000	-0.00003	1.00000	0.00027	0.00000	-0.00027	1.00000	
1053	10.52000	1081.90010	3866.46612	201.57688	0.70492	0.41674	-0.71800	1.39928	0.99990	-0.01244	-0.00743	0.01253	0.99985	0.01221	0.00727	-0.01230	0.99990		201.16136	101.28756	48.99050	0.01674	-0.00136	0.00348	0.02176	1.00000	0.00006	0.00002	-0.00006	1.00000	0.00029	-0.00002	-0.00029	1.00000	
1054	10.53000	1081.85294	3866.70809	201.83465	0.63902	0.39240	-0.60569	1.27055	0.99992	-0.01049	-0.00697	0.01057	0.99988	0.01108	0.00685	-0.01115	0.99991		201.15485	101.27044	48.98679	0.01843	-0.00274	0.00340	0.02063	1.00000	0.00006	0.00005	-0.00006	1.00000	0.00032	-0.00005	-0.00032	1.00000	
