NO_OF_FRAMES	2516
NO_OF_CAMERAS	12
NO_OF_BODIES	2
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-03-02, 12:43:11.835	705197.54193160
DATA_INCLUDED	6D
BODY_NAMES	Drone	Origin
BODY_FILTERS	No filter	No filter
TRANSLATION_ORIGIN	Global	Global	
ROTATION_ORIGIN	Global	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		Origin X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
3677	36.76000	582.98155	2164.51227	208.50279	23.55478	3.25746	-66.25905	2.80000	0.40195	-0.82996	-0.38678	0.91390	0.38984	0.11321	0.05682	-0.39898	0.91520		201.07111	101.32312	48.81391	-0.01135	0.02077	0.02863	0.07373	1.00000	0.00050	-0.00036	-0.00050	1.00000	-0.00020	0.00036	0.00020	1.00000	
3678	36.77000	582.74858	2165.22016	209.50379	23.60049	3.46709	-66.23579	2.82223	0.40224	-0.82891	-0.38874	0.91354	0.39143	0.11061	0.06048	-0.39962	0.91468		201.08824	101.33829	48.81606	-0.01695	0.02601	0.02839	0.09363	1.00000	0.00050	-0.00045	-0.00050	1.00000	-0.00030	0.00045	0.00030	1.00000	
3679	36.78000	582.37009	2165.97178	210.59588	23.49359	3.56485	-66.19077	2.81382	0.40291	-0.82905	-0.38774	0.91312	0.39291	0.10876	0.06218	-0.39788	0.91533		201.09169	101.32582	48.85171	-0.01144	0.01707	0.02970	0.07450	1.00000	0.00052	-0.00030	-0.00052	1.00000	-0.00020	0.00030	0.00020	1.00000	
3680	36.79000	581.94269	2166.76329	211.78640	23.29430	3.39727	-66.01801	2.79871	0.40574	-0.82967	-0.38344	0.91207	0.39473	0.11100	0.05926	-0.39476	0.91687		201.12494	101.35267	48.84450	-0.01475	0.01978	0.02824	0.06877	1.00000	0.00049	-0.00035	-0.00049	1.00000	-0.00026	0.00035	0.00026	1.00000	
3681	36.80000	581.50147	2167.55080	213.10880	23.30595	3.41758	-65.99740	2.83682	0.40605	-0.82939	-0.38370	0.91190	0.39513	0.11092	0.05961	-0.39494	0.91677		201.09976	101.35167	48.82885	-0.01331	0.01173	0.02752	0.07700	1.00000	0.00048	-0.00020	-0.00048	1.00000	-0.00023	0.00020	0.00023	1.00000	
3682	36.81000	581.13693	2168.37647	214.48944	23.30315	3.39248	-65.91167	2.80925	0.40743	-0.82889	-0.38333	0.91132	0.39622	0.11184	0.05918	-0.39490	0.91682		201.08176	101.33026	48.80063	-0.01221	0.02240	0.02629	0.08207	1.00000	0.00046	-0.00039	-0.00046	1.00000	-0.00021	0.00039	0.00021	1.00000	
3683	36.82000	580.74244	2169.21687	215.96485	23.28656	3.46564	-65.88796	2.79914	0.40778	-0.82863	-0.38352	0.91108	0.39706	0.11082	0.06045	-0.39461	0.91686		201.07454	101.31795	48.82224	-0.01388	0.01680	0.03007	0.06833	1.00000	0.00052	-0.00029	-0.00052	1.00000	-0.00024	0.00029	0.00024	1.00000	
3684	36.83000	580.36874	2170.08295	217.44843	23.24816	3.52941	-65.83797	2.80317	0.40854	-0.82836	-0.38329	0.91066	0.39825	0.10996	0.06156	-0.39397	0.91706		201.11397	101.32727	48.82786	-0.01606	0.01612	0.02997	0.06497	1.00000	0.00052	-0.00028	-0.00052	1.00000	-0.00028	0.00028	0.00028	1.00000	
3685	36.84000	579.89664	2171.06303	219.10065	23.21790	3.41542	-65.68701	2.81990	0.41099	-0.82784	-0.38181	0.90969	0.39978	0.11242	0.05957	-0.39353	0.91738		201.09212	101.34021	48.82582	-0.01280	0.01621	0.03098	0.07726	1.00000	0.00054	-0.00028	-0.00054	1.00000	-0.00022	0.00028	0.00022	1.00000	
3686	36.85000	579.46621	2172.06766	220.76794	23.07051	3.37461	-65.54787	2.80799	0.41322	-0.82796	-0.37913	0.90873	0.40183	0.11291	0.05886	-0.39118	0.91843		201.08508	101.34171	48.83549	-0.00821	0.01781	0.02774	0.08098	1.00000	0.00048	-0.00031	-0.00048	1.00000	-0.00014	0.00031	0.00014	1.00000	
3687	36.86000	578.97914	2173.10349	222.60011	23.02715	3.48208	-65.54941	2.79784	0.41314	-0.82795	-0.37922	0.90864	0.40256	0.11102	0.06074	-0.39045	0.91862		201.08642	101.32840	48.81701	-0.01337	0.01921	0.03074	0.07946	1.00000	0.00054	-0.00034	-0.00054	1.00000	-0.00023	0.00034	0.00023	1.00000	
3688	36.87000	578.46011	2174.20215	224.60667	23.08060	3.41857	-65.43649	2.84363	0.41496	-0.82698	-0.37935	0.90788	0.40369	0.11307	0.05963	-0.39133	0.91832		201.08851	101.31885	48.83381	-0.01883	0.01844	0.03051	0.08393	1.00000	0.00053	-0.00032	-0.00053	1.00000	-0.00033	0.00032	0.00033	1.00000	
3689	36.88000	578.01456	2175.29036	226.47575	23.04729	3.59175	-65.44882	2.80596	0.41469	-0.82680	-0.38005	0.90780	0.40465	0.11023	0.06265	-0.39072	0.91837		201.09600	101.33717	48.85611	-0.01552	0.01349	0.02724	0.06704	1.00000	0.00048	-0.00024	-0.00048	1.00000	-0.00027	0.00024	0.00027	1.00000	
3690	36.89000	577.49037	2176.44187	228.60738	23.03161	3.46392	-65.32493	2.77431	0.41671	-0.82639	-0.37873	0.90703	0.40567	0.11280	0.06042	-0.39052	0.91861		201.09990	101.33126	48.82336	-0.02177	0.02675	0.02765	0.06637	1.00000	0.00048	-0.00047	-0.00048	1.00000	-0.00038	0.00047	0.00038	1.00000	
3691	36.90000	576.96578	2177.63631	230.73263	23.02753	3.40801	-65.16248	2.76987	0.41930	-0.82542	-0.37797	0.90590	0.40768	0.11466	0.05945	-0.39048	0.91869		201.09744	101.33878	48.82332	-0.01504	0.02241	0.02826	0.07188	1.00000	0.00049	-0.00039	-0.00049	1.00000	-0.00026	0.00039	0.00026	1.00000	
3692	36.91000	576.38924	2178.82515	232.87342	22.95088	3.46387	-65.08698	2.77171	0.42047	-0.82523	-0.37709	0.90529	0.40926	0.11380	0.06042	-0.38923	0.91916		201.10252	101.34072	48.83036	-0.01552	0.02078	0.02821	0.07961	1.00000	0.00049	-0.00036	-0.00049	1.00000	-0.00027	0.00036	0.00027	1.00000	
3693	36.92000	575.81737	2180.11372	235.21886	22.97764	3.51433	-65.02654	2.80367	0.42140	-0.82448	-0.37770	0.90480	0.41039	0.11366	0.06130	-0.38964	0.91893		201.10692	101.34902	48.82313	-0.01862	0.02207	0.02733	0.07115	1.00000	0.00048	-0.00039	-0.00048	1.00000	-0.00032	0.00039	0.00032	1.00000	
3694	36.93000	575.20472	2181.44061	237.62707	22.92635	3.51189	-64.93803	2.80303	0.42280	-0.82419	-0.37677	0.90415	0.41175	0.11391	0.06126	-0.38882	0.91928		201.10203	101.32443	48.84197	-0.01606	0.01497	0.02930	0.06428	1.00000	0.00051	-0.00026	-0.00051	1.00000	-0.00028	0.00026	0.00028	1.00000	
3695	36.94000	574.56174	2182.82798	240.10276	22.90594	3.49934	-64.85484	2.78150	0.42412	-0.82376	-0.37623	0.90355	0.41291	0.11449	0.06104	-0.38849	0.91943		201.08550	101.34330	48.81377	-0.00873	0.02297	0.02352	0.06931	1.00000	0.00041	-0.00040	-0.00041	1.00000	-0.00015	0.00040	0.00015	1.00000	
3696	36.95000	573.92403	2184.22276	242.73765	22.89301	3.42149	-64.71741	2.77416	0.42632	-0.82307	-0.37523	0.90260	0.41444	0.11643	0.05968	-0.38832	0.91959		201.06990	101.33147	48.82715	-0.01551	0.01440	0.02686	0.08097	1.00000	0.00047	-0.00025	-0.00047	1.00000	-0.00027	0.00025	0.00027	1.00000	
3697	36.96000	573.17395	2185.66018	245.31233	22.96704	3.51618	-64.72855	2.79198	0.42610	-0.82239	-0.37696	0.90259	0.41471	0.11552	0.06133	-0.38947	0.91900		201.07566	101.33971	48.84130	-0.01387	0.02231	0.02998	0.06603	1.00000	0.00052	-0.00039	-0.00052	1.00000	-0.00024	0.00039	0.00024	1.00000	
3698	36.97000	572.54006	2187.11463	247.94733	22.98960	3.46605	-64.58887	2.77154	0.42833	-0.82138	-0.37666	0.90160	0.41636	0.11732	0.06046	-0.38985	0.91889		201.09176	101.33125	48.84131	-0.01166	0.01437	0.03090	0.06810	1.00000	0.00054	-0.00025	-0.00054	1.00000	-0.00020	0.00025	0.00020	1.00000	
3699	36.98000	571.77536	2188.64933	250.73643	22.93198	3.44429	-64.51031	2.77340	0.42957	-0.82125	-0.37552	0.90103	0.41747	0.11774	0.06008	-0.38893	0.91930		201.07471	101.33246	48.80365	-0.02322	0.02348	0.02955	0.06227	1.00000	0.00052	-0.00041	-0.00052	1.00000	-0.00041	0.00041	0.00041	1.00000	
3700	36.99000	571.08128	2190.19413	253.55639	22.90672	3.44777	-64.38141	2.80873	0.43160	-0.82046	-0.37492	0.90006	0.41939	0.11835	0.06014	-0.38853	0.91947		201.10165	101.32696	48.82754	-0.02150	0.01859	0.03081	0.07150	1.00000	0.00054	-0.00032	-0.00054	1.00000	-0.00037	0.00032	0.00038	1.00000	
3701	37.00000	570.31104	2191.83340	256.52180	22.84548	3.64273	-64.36639	2.79077	0.43174	-0.82018	-0.37537	0.89976	0.42092	0.11517	0.06353	-0.38746	0.91969		201.08091	101.34352	48.80286	-0.01638	0.01755	0.02552	0.06726	1.00000	0.00045	-0.00031	-0.00045	1.00000	-0.00029	0.00031	0.00029	1.00000	
3702	37.01000	569.53703	2193.54344	259.65936	22.88042	3.52532	-64.24641	2.81958	0.43368	-0.81942	-0.37480	0.89897	0.42185	0.11791	0.06149	-0.38807	0.91957		201.10069	101.32593	48.82662	-0.02199	0.02135	0.02997	0.07617	1.00000	0.00052	-0.00037	-0.00052	1.00000	-0.00038	0.00037	0.00038	1.00000	
3703	37.02000	568.61350	2195.23990	262.71524	22.88601	3.49851	-64.20464	2.78559	0.43435	-0.81915	-0.37461	0.89868	0.42227	0.11862	0.06102	-0.38817	0.91956		201.07720	101.33691	48.84378	-0.02178	0.01930	0.02703	0.08211	1.00000	0.00047	-0.00034	-0.00047	1.00000	-0.00038	0.00034	0.00038	1.00000	
3704	37.03000	567.71507	2196.89062	265.84620	22.92702	3.40781	-64.06100	2.77585	0.43664	-0.81809	-0.37426	0.89767	0.42368	0.12117	0.05944	-0.38887	0.91937		201.08604	101.31979	48.82066	-0.01864	0.02596	0.02690	0.07937	1.00000	0.00047	-0.00045	-0.00047	1.00000	-0.00033	0.00045	0.00033	1.00000	
3705	37.04000	566.93261	2198.64119	269.15537	23.03488	3.57333	-64.09072	2.78387	0.43610	-0.81711	-0.37702	0.89774	0.42404	0.11938	0.06233	-0.39053	0.91848		201.09662	101.35413	48.83321	-0.01458	0.01901	0.03063	0.06912	1.00000	0.00053	-0.00033	-0.00053	1.00000	-0.00025	0.00033	0.00025	1.00000	
3706	37.05000	566.11486	2200.46119	272.46438	23.02610	3.69229	-64.03249	2.80517	0.43695	-0.81638	-0.37761	0.89718	0.42562	0.11799	0.06440	-0.39034	0.91842		201.08856	101.34150	48.83221	-0.01039	0.02147	0.02555	0.08454	1.00000	0.00045	-0.00037	-0.00045	1.00000	-0.00018	0.00037	0.00018	1.00000	
3707	37.06000	565.16466	2202.27956	275.78805	23.01400	3.58627	-63.86675	2.78908	0.43960	-0.81555	-0.37635	0.89601	0.42736	0.12051	0.06255	-0.39019	0.91861		201.09144	101.34679	48.82446	-0.01585	0.02346	0.02906	0.06929	1.00000	0.00051	-0.00041	-0.00051	1.00000	-0.00028	0.00041	0.00028	1.00000	
3708	37.07000	564.17000	2204.13057	279.20117	22.95640	3.58325	-63.79871	2.80094	0.44066	-0.81543	-0.37536	0.89549	0.42843	0.12057	0.06250	-0.38927	0.91900		201.08110	101.33721	48.80432	-0.01703	0.01651	0.03020	0.08038	1.00000	0.00053	-0.00029	-0.00053	1.00000	-0.00030	0.00029	0.00030	1.00000	
3709	37.08000	563.19491	2206.09640	282.68896	22.88460	3.46601	-63.63681	2.80177	0.44325	-0.81503	-0.37317	0.89436	0.43017	0.12278	0.06046	-0.38816	0.91960		201.08088	101.32139	48.82054	-0.01644	0.01639	0.02790	0.10079	1.00000	0.00049	-0.00029	-0.00049	1.00000	-0.00029	0.00029	0.00029	1.00000	
3710	37.09000	562.16992	2208.06006	286.27099	22.91136	3.45514	-63.60009	2.81952	0.44383	-0.81462	-0.37339	0.89408	0.43057	0.12338	0.06027	-0.38860	0.91943		201.07926	101.33346	48.82919	-0.01630	0.01771	0.03050	0.08467	1.00000	0.00053	-0.00031	-0.00053	1.00000	-0.00028	0.00031	0.00028	1.00000	
3711	37.10000	561.19091	2210.00888	289.88376	22.89664	3.54392	-63.57557	2.79022	0.44417	-0.81426	-0.37376	0.89381	0.43149	0.12215	0.06181	-0.38833	0.91945		201.07251	101.31890	48.81998	-0.01878	0.02194	0.02995	0.08335	1.00000	0.00052	-0.00038	-0.00052	1.00000	-0.00033	0.00038	0.00033	1.00000	
3712	37.11000	560.18572	2212.06632	293.60923	23.03936	3.66519	-63.58134	2.83284	0.44402	-0.81300	-0.37667	0.89374	0.43184	0.12144	0.06393	-0.39056	0.91835		201.07241	101.34425	48.85562	-0.01280	0.01730	0.02503	0.08144	1.00000	0.00044	-0.00030	-0.00044	1.00000	-0.00022	0.00030	0.00022	1.00000	
3713	37.12000	559.21382	2214.06367	297.23416	23.03120	3.73680	-63.54427	2.81118	0.44456	-0.81256	-0.37698	0.89338	0.43282	0.12060	0.06517	-0.39040	0.91834		201.09481	101.34144	48.84285	-0.01578	0.02335	0.02877	0.07334	1.00000	0.00050	-0.00041	-0.00050	1.00000	-0.00028	0.00041	0.00028	1.00000	
3714	37.13000	558.20686	2216.17807	300.99824	22.99136	3.69794	-63.44489	2.79649	0.44613	-0.81219	-0.37593	0.89264	0.43408	0.12151	0.06450	-0.38978	0.91865		201.09591	101.33679	48.81227	-0.01523	0.01856	0.02392	0.07082	1.00000	0.00042	-0.00032	-0.00042	1.00000	-0.00027	0.00032	0.00027	1.00000	
3715	37.14000	557.04621	2218.29000	304.72320	23.07488	3.65423	-63.26178	2.77504	0.44900	-0.81038	-0.37641	0.89126	0.43623	0.12397	0.06374	-0.39114	0.91812		201.06307	101.33127	48.81479	-0.02389	0.02037	0.02854	0.06582	1.00000	0.00050	-0.00036	-0.00050	1.00000	-0.00042	0.00036	0.00042	1.00000	
3716	37.15000	555.86280	2220.44890	308.45597	23.03940	3.68711	-63.25042	2.81506	0.44916	-0.81043	-0.37612	0.89113	0.43667	0.12330	0.06431	-0.39055	0.91833		201.06735	101.32421	48.79613	-0.01315	0.02224	0.02663	0.07655	1.00000	0.00046	-0.00039	-0.00046	1.00000	-0.00023	0.00039	0.00023	1.00000	
3717	37.16000	554.76925	2222.66947	312.27934	22.99615	3.58249	-63.12732	2.79233	0.45113	-0.81009	-0.37448	0.89027	0.43786	0.12528	0.06249	-0.38991	0.91873		201.07088	101.31825	48.82591	-0.02232	0.02074	0.02786	0.07800	1.00000	0.00049	-0.00036	-0.00049	1.00000	-0.00039	0.00036	0.00039	1.00000	
3718	37.17000	553.63040	2224.92807	316.20666	23.06624	3.72165	-63.18374	2.81429	0.45018	-0.80964	-0.37660	0.89058	0.43776	0.12345	0.06491	-0.39097	0.91811		201.08287	101.34060	48.84155	-0.01807	0.01735	0.02579	0.07688	1.00000	0.00045	-0.00030	-0.00045	1.00000	-0.00032	0.00030	0.00032	1.00000	
3719	37.18000	552.55640	2227.18682	320.09654	23.17765	4.00323	-63.23008	2.81357	0.44931	-0.80839	-0.38031	0.89064	0.43859	0.11997	0.06981	-0.39262	0.91705		201.07621	101.34766	48.84733	-0.02224	0.01974	0.02844	0.06496	1.00000	0.00050	-0.00034	-0.00050	1.00000	-0.00039	0.00034	0.00039	1.00000	
3720	37.19000	551.45480	2229.47631	324.10014	23.17535	4.17444	-63.25514	2.80895	0.44882	-0.80806	-0.38156	0.89065	0.43929	0.11734	0.07279	-0.39250	0.91687		201.09803	101.34784	48.83617	-0.01754	0.01819	0.03128	0.07001	1.00000	0.00055	-0.00032	-0.00055	1.00000	-0.00031	0.00032	0.00031	1.00000	
3721	37.20000	550.27002	2231.81602	328.03192	23.24582	4.13763	-63.10792	2.82609	0.45113	-0.80658	-0.38198	0.88954	0.44099	0.11939	0.07215	-0.39365	0.91643		201.10214	101.32425	48.82185	-0.01992	0.02274	0.02527	0.07249	1.00000	0.00044	-0.00040	-0.00044	1.00000	-0.00035	0.00040	0.00035	1.00000	
3722	37.21000	549.04409	2234.15274	331.96054	23.27725	4.17968	-63.10952	2.80984	0.45108	-0.80625	-0.38273	0.88950	0.44116	0.11902	0.07288	-0.39413	0.91616		201.06197	101.32723	48.80091	-0.01342	0.01953	0.02720	0.06674	1.00000	0.00047	-0.00034	-0.00047	1.00000	-0.00023	0.00034	0.00023	1.00000	
3723	37.22000	547.81427	2236.51283	335.99602	23.40631	4.12957	-63.05390	2.81228	0.45198	-0.80511	-0.38407	0.88912	0.44136	0.12110	0.07201	-0.39622	0.91533		201.06505	101.31515	48.79739	-0.00613	0.01324	0.02647	0.07348	1.00000	0.00046	-0.00023	-0.00046	1.00000	-0.00011	0.00023	0.00011	1.00000	
3724	37.23000	546.56866	2238.96294	340.04048	23.33456	4.19204	-62.99897	2.79308	0.45279	-0.80498	-0.38340	0.88861	0.44267	0.12003	0.07310	-0.39504	0.91575		201.06685	101.33535	48.80410	-0.02203	0.02212	0.02774	0.07225	1.00000	0.00048	-0.00039	-0.00048	1.00000	-0.00038	0.00039	0.00038	1.00000	
3725	37.24000	545.29017	2241.42599	344.03428	23.38348	4.20703	-62.95153	2.77425	0.45352	-0.80423	-0.38409	0.88822	0.44333	0.12051	0.07336	-0.39581	0.91540		201.07704	101.35595	48.82672	-0.01944	0.02112	0.02584	0.07044	1.00000	0.00045	-0.00037	-0.00045	1.00000	-0.00034	0.00037	0.00034	1.00000	
3726	37.25000	544.03982	2243.91030	348.16866	23.36878	4.53273	-63.03850	2.82032	0.45197	-0.80399	-0.38643	0.88852	0.44414	0.11518	0.07903	-0.39541	0.91510		201.10766	101.32782	48.84316	-0.00806	0.01988	0.02679	0.07314	1.00000	0.00047	-0.00035	-0.00047	1.00000	-0.00014	0.00035	0.00014	1.00000	
3727	37.26000	542.87097	2246.48312	352.39485	23.38675	4.58195	-62.95788	2.78127	0.45319	-0.80308	-0.38688	0.88783	0.44554	0.11516	0.07988	-0.39567	0.91491		201.09126	101.34835	48.83898	-0.01838	0.02241	0.03131	0.08429	1.00000	0.00055	-0.00039	-0.00055	1.00000	-0.00032	0.00039	0.00032	1.00000	
3728	37.27000	541.45416	2248.99880	356.44635	23.43971	4.55321	-62.93693	2.82299	0.45354	-0.80265	-0.38737	0.88770	0.44555	0.11612	0.07938	-0.39653	0.91458		201.08871	101.33238	48.82951	-0.01187	0.01991	0.02424	0.05784	1.00000	0.00042	-0.00035	-0.00042	1.00000	-0.00021	0.00035	0.00021	1.00000	
3729	37.28000	540.15597	2251.54055	360.49627	23.48044	4.60904	-62.94635	2.82219	0.45335	-0.80228	-0.38836	0.88770	0.44568	0.11558	0.08036	-0.39715	0.91423		201.07060	101.32853	48.81617	-0.02079	0.02135	0.03109	0.07354	1.00000	0.00054	-0.00037	-0.00054	1.00000	-0.00036	0.00037	0.00036	1.00000	
3730	37.29000	538.92747	2254.15610	364.70950	23.67277	4.67344	-62.93953	2.77721	0.45342	-0.80071	-0.39150	0.88757	0.44578	0.11621	0.08148	-0.40018	0.91281		201.06250	101.30647	48.80599	-0.01360	0.01663	0.03254	0.07514	1.00000	0.00057	-0.00029	-0.00057	1.00000	-0.00024	0.00029	0.00024	1.00000	
3731	37.30000	537.74785	2256.79479	368.82092	23.56772	4.96486	-62.97068	2.78895	0.45274	-0.80075	-0.39221	0.88743	0.44736	0.11104	0.08654	-0.39833	0.91315		201.04788	101.32181	48.80066	-0.02269	0.02713	0.02993	0.07257	1.00000	0.00052	-0.00047	-0.00052	1.00000	-0.00040	0.00047	0.00040	1.00000	
3732	37.31000	536.31960	2259.44062	372.93086	23.54616	4.98791	-63.00280	2.81865	0.45223	-0.80107	-0.39214	0.88765	0.44710	0.11033	0.08695	-0.39797	0.91327		201.06957	101.33436	48.82417	-0.02382	0.01996	0.03078	0.08711	1.00000	0.00054	-0.00035	-0.00054	1.00000	-0.00042	0.00035	0.00042	1.00000	
3733	37.32000	535.03244	2262.09433	376.93755	23.64406	5.01863	-62.88887	2.80920	0.45397	-0.79941	-0.39351	0.88671	0.44869	0.11144	0.08748	-0.39952	0.91254		201.06483	101.34297	48.85668	-0.01625	0.02097	0.02333	0.07228	1.00000	0.00041	-0.00037	-0.00041	1.00000	-0.00028	0.00037	0.00028	1.00000	
3734	37.33000	533.72081	2264.85041	381.06830	23.54989	5.05756	-62.79714	2.74478	0.45536	-0.79922	-0.39230	0.88593	0.45039	0.11077	0.08816	-0.39799	0.91314		201.08830	101.33757	48.83535	-0.01146	0.01488	0.02504	0.07583	1.00000	0.00044	-0.00026	-0.00044	1.00000	-0.00020	0.00026	0.00020	1.00000	
3735	37.34000	532.40408	2267.65734	385.08080	23.46671	5.15330	-62.88680	2.76481	0.45391	-0.80019	-0.39201	0.88651	0.44989	0.10815	0.08982	-0.39661	0.91358		201.07066	101.34406	48.82926	-0.02231	0.02648	0.02293	0.08881	1.00000	0.00040	-0.00046	-0.00040	1.00000	-0.00039	0.00046	0.00039	1.00000	
3736	37.35000	531.06163	2270.43969	389.24009	23.53939	5.22555	-62.89569	2.81638	0.45372	-0.79953	-0.39356	0.88648	0.45008	0.10763	0.09108	-0.39772	0.91298		201.05289	101.32607	48.82268	-0.01773	0.02354	0.02332	0.07071	1.00000	0.00041	-0.00041	-0.00041	1.00000	-0.00031	0.00041	0.00031	1.00000	
3737	37.36000	529.82435	2273.20206	393.37561	23.53641	5.52860	-63.00781	2.79565	0.45176	-0.79948	-0.39592	0.88692	0.45039	0.10254	0.09634	-0.39747	0.91254		201.05695	101.32317	48.79440	-0.01719	0.02603	0.02447	0.07300	1.00000	0.00043	-0.00045	-0.00043	1.00000	-0.00030	0.00045	0.00030	1.00000	
3738	37.37000	528.55190	2276.00508	397.49093	23.55194	5.68790	-63.09244	2.78054	0.45032	-0.79953	-0.39744	0.88735	0.45017	0.09981	0.09911	-0.39761	0.91218		201.04584	101.30860	48.78980	-0.01630	0.02620	0.02602	0.07968	1.00000	0.00045	-0.00046	-0.00045	1.00000	-0.00028	0.00046	0.00028	1.00000	
3739	37.38000	527.19003	2278.83329	401.51626	23.40883	5.43488	-62.89880	2.77273	0.45352	-0.79979	-0.39327	0.88620	0.45157	0.10362	0.09471	-0.39550	0.91357		201.07926	101.33020	48.79148	-0.01683	0.02470	0.02536	0.05748	1.00000	0.00044	-0.00043	-0.00044	1.00000	-0.00029	0.00043	0.00029	1.00000	
3740	37.39000	525.69544	2281.71545	405.50938	23.57589	5.38464	-62.83791	2.83863	0.45449	-0.79832	-0.39512	0.88579	0.45180	0.10606	0.09384	-0.39820	0.91249		201.09467	101.32885	48.82937	-0.01847	0.02007	0.02974	0.06878	1.00000	0.00052	-0.00035	-0.00052	1.00000	-0.00032	0.00035	0.00032	1.00000	
3741	37.40000	524.40950	2284.58775	409.62200	23.56913	5.42089	-62.78524	2.75991	0.45528	-0.79784	-0.39519	0.88532	0.45277	0.10586	0.09447	-0.39807	0.91248		201.07064	101.33465	48.83142	-0.01475	0.02350	0.02940	0.07696	1.00000	0.00051	-0.00041	-0.00051	1.00000	-0.00026	0.00041	0.00026	1.00000	
3742	37.41000	523.09130	2287.49691	413.60923	23.56972	5.43141	-62.69802	2.77474	0.45662	-0.79711	-0.39511	0.88461	0.45405	0.10632	0.09465	-0.39807	0.91246		201.11420	101.35465	48.83306	-0.01852	0.02177	0.03160	0.09591	1.00000	0.00055	-0.00038	-0.00055	1.00000	-0.00032	0.00038	0.00032	1.00000	
3743	37.42000	521.67600	2290.46459	417.62186	23.59552	5.49370	-62.70079	2.77989	0.45653	-0.79675	-0.39593	0.88454	0.45435	0.10562	0.09574	-0.39844	0.91218		201.08256	101.33536	48.82686	-0.01690	0.01651	0.02473	0.06931	1.00000	0.00043	-0.00029	-0.00043	1.00000	-0.00029	0.00029	0.00029	1.00000	
3744	37.43000	520.21122	2293.46456	421.73577	23.67307	5.43743	-62.71754	2.83151	0.45631	-0.79653	-0.39663	0.88476	0.45362	0.10692	0.09476	-0.39971	0.91173		201.08938	101.31920	48.80663	-0.01304	0.02258	0.02650	0.08253	1.00000	0.00046	-0.00039	-0.00046	1.00000	-0.00023	0.00039	0.00023	1.00000	
3745	37.44000	518.76534	2296.41426	425.68669	23.63720	5.27454	-62.57779	2.79836	0.45859	-0.79619	-0.39468	0.88388	0.45462	0.10990	0.09193	-0.39925	0.91222		201.07177	101.33578	48.78658	-0.01663	0.02244	0.02485	0.06137	1.00000	0.00043	-0.00039	-0.00043	1.00000	-0.00029	0.00039	0.00029	1.00000	
3746	37.45000	517.39436	2299.45250	429.81462	23.62551	5.33968	-62.65660	2.77733	0.45733	-0.79669	-0.39514	0.88441	0.45395	0.10834	0.09306	-0.39902	0.91221		201.06176	101.31950	48.78296	-0.01776	0.02082	0.02782	0.08633	1.00000	0.00049	-0.00036	-0.00049	1.00000	-0.00031	0.00036	0.00031	1.00000	
3747	37.46000	516.03626	2302.44402	433.80661	23.76639	5.42022	-62.68801	2.79851	0.45678	-0.79570	-0.39775	0.88455	0.45375	0.10810	0.09446	-0.40121	0.91110		201.07089	101.34606	48.81549	-0.01903	0.02281	0.02610	0.07716	1.00000	0.00046	-0.00040	-0.00046	1.00000	-0.00033	0.00040	0.00033	1.00000	
3748	37.47000	514.70790	2305.41526	437.70899	23.79226	5.42485	-62.66102	2.76982	0.45720	-0.79530	-0.39809	0.88433	0.45410	0.10843	0.09454	-0.40161	0.91092		201.09932	101.33591	48.82394	-0.02184	0.01728	0.03028	0.08357	1.00000	0.00053	-0.00030	-0.00053	1.00000	-0.00038	0.00030	0.00038	1.00000	
3749	37.48000	513.25623	2308.51085	441.58822	23.80894	5.24298	-62.46233	2.80858	0.46040	-0.79419	-0.39661	0.88300	0.45570	0.11251	0.09138	-0.40200	0.91107		201.07136	101.32901	48.80729	-0.02000	0.02210	0.02507	0.08313	1.00000	0.00044	-0.00039	-0.00044	1.00000	-0.00035	0.00039	0.00035	1.00000	
3750	37.49000	511.90571	2311.58278	445.41713	23.86236	5.20526	-62.50500	2.80341	0.45977	-0.79428	-0.39715	0.88339	0.45476	0.11317	0.09072	-0.40287	0.91075		201.08376	101.33520	48.81903	-0.00942	0.02205	0.02388	0.07043	1.00000	0.00042	-0.00038	-0.00042	1.00000	-0.00016	0.00038	0.00016	1.00000	
3751	37.50000	510.55431	2314.66535	449.31704	23.85380	5.02573	-62.39450	2.76393	0.46160	-0.79405	-0.39549	0.88275	0.45519	0.11639	0.08760	-0.40285	0.91106		201.06630	101.34645	48.82170	-0.01762	0.02510	0.02466	0.06561	1.00000	0.00043	-0.00044	-0.00043	1.00000	-0.00031	0.00044	0.00031	1.00000	
3752	37.51000	509.17277	2317.79106	453.11820	23.86328	5.15257	-62.42914	2.76236	0.46098	-0.79384	-0.39663	0.88286	0.45548	0.11444	0.08981	-0.40292	0.91082		201.06471	101.33775	48.82604	-0.01724	0.02282	0.02890	0.07785	1.00000	0.00050	-0.00040	-0.00050	1.00000	-0.00030	0.00040	0.00030	1.00000	
