NO_OF_FRAMES	1863
NO_OF_CAMERAS	8
NO_OF_BODIES	1
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 11:28:35.207	1213728.58984590
DATA_INCLUDED	6D
BODY_NAMES	Drone
BODY_FILTERS	No filter
TRANSLATION_ORIGIN	Global	
ROTATION_ORIGIN	Global	
Frame	Time	Drone X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
3669	36.68000	-216.33170	-693.55680	986.85935	-0.89188	0.09419	-7.98400	0.68755	0.99031	-0.13891	0.00053	0.13890	0.99018	-0.01564	0.00164	0.01557	0.99988	
3670	36.69000	-216.46552	-693.56264	986.75585	-1.04425	0.07886	-8.04877	0.72490	0.99015	-0.14002	0.00119	0.14002	0.98998	-0.01824	0.00138	0.01822	0.99983	
3671	36.70000	-216.60000	-693.54526	986.73943	-1.30597	0.01540	-8.06882	0.66776	0.99010	-0.14033	0.00293	0.14036	0.98984	-0.02260	0.00027	0.02279	0.99974	
3672	36.71000	-216.73360	-693.48673	986.70943	-1.26057	0.02195	-8.02714	0.67001	0.99020	-0.13962	0.00269	0.13964	0.98996	-0.02184	0.00038	0.02200	0.99976	
3673	36.72000	-216.88722	-693.49693	986.69902	-1.12707	0.06259	-7.95969	0.63956	0.99037	-0.13847	0.00164	0.13848	0.99017	-0.01963	0.00109	0.01967	0.99981	
3674	36.73000	-217.02164	-693.50396	986.65172	-1.16306	0.10891	-8.01276	0.67734	0.99024	-0.13940	0.00095	0.13939	0.99003	-0.02036	0.00190	0.02030	0.99979	
3675	36.74000	-217.13777	-693.40848	986.67019	-1.17874	0.16451	-7.99358	0.67922	0.99028	-0.13909	0.00002	0.13906	0.99007	-0.02077	0.00287	0.02057	0.99978	
3676	36.75000	-217.28829	-693.33475	986.59841	-1.41896	0.13387	-8.04820	0.65257	0.99015	-0.14002	0.00115	0.14001	0.98984	-0.02485	0.00234	0.02476	0.99969	
3677	36.76000	-217.45372	-693.25695	986.57613	-1.38265	0.10466	-8.04342	0.64455	0.99016	-0.13993	0.00157	0.13992	0.98987	-0.02415	0.00183	0.02413	0.99971	
3678	36.77000	-217.63098	-693.16766	986.53684	-1.32217	0.08338	-7.99711	0.66981	0.99027	-0.13912	0.00177	0.13912	0.99001	-0.02305	0.00146	0.02307	0.99973	
3679	36.78000	-217.76548	-693.08197	986.57943	-1.28039	0.12010	-8.03836	0.66924	0.99017	-0.13985	0.00105	0.13984	0.98992	-0.02242	0.00210	0.02235	0.99975	
