NO_OF_FRAMES	6000
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 14:06:56.892	1223230.27508510
DATA_INCLUDED	3D
MARKER_NAMES	DroneElCapitan - 1	DroneElCapitan - 2	DroneElCapitan - 3	DroneElCapitan - 4	DroneElCapitan - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	DroneElCapitan - 1 X	DroneElCapitan - 1 Y	DroneElCapitan - 1 Z	DroneElCapitan - 2 X	DroneElCapitan - 2 Y	DroneElCapitan - 2 Z	DroneElCapitan - 3 X	DroneElCapitan - 3 Y	DroneElCapitan - 3 Z	DroneElCapitan - 4 X	DroneElCapitan - 4 Y	DroneElCapitan - 4 Z	DroneElCapitan - 5 X	DroneElCapitan - 5 Y	DroneElCapitan - 5 Z	
157	1.56000	785.513	-377.382	68.110	37.692	467.889	67.537	810.749	402.451	73.897	743.254	-329.697	70.786	-5.760	-316.369	72.066
158	1.57000	785.463	-377.447	68.024	37.677	467.826	67.495	810.687	402.494	73.931	743.229	-329.730	70.729	-5.782	-316.357	71.995
159	1.58000	785.512	-377.428	68.035	37.657	467.796	67.480	810.685	402.536	73.910	743.222	-329.737	70.730	-5.768	-316.375	71.973
160	1.59000	785.492	-377.405	68.056	37.678	467.860	67.547	810.683	402.538	73.971	743.250	-329.727	70.763	-5.770	-316.372	72.016
161	1.60000	785.480	-377.433	68.082	37.681	467.752	67.473	810.779	402.385	73.892	743.288	-329.732	70.771	-5.765	-316.414	71.934
162	1.61000	785.457	-377.460	68.032	37.689	467.759	67.549	810.683	402.517	73.943	743.235	-329.756	70.753	-5.759	-316.389	71.968
163	1.62000	785.471	-377.453	67.990	37.669	467.764	67.468	810.681	402.545	73.991	743.238	-329.749	70.733	-5.755	-316.414	71.958
164	1.63000	785.501	-377.430	68.084	37.662	467.804	67.514	810.717	402.452	73.891	743.248	-329.719	70.796	-5.775	-316.340	72.025
165	1.64000	785.496	-377.447	68.076	37.700	467.835	67.516	810.700	402.548	74.000	743.243	-329.695	70.809	-5.762	-316.360	72.003
166	1.65000	785.468	-377.467	68.064	37.694	467.735	67.507	810.655	402.536	73.953	743.227	-329.734	70.724	-5.756	-316.402	71.980
167	1.66000	785.472	-377.428	68.025	37.673	467.795	67.526	810.732	402.442	73.845	743.219	-329.758	70.774	-5.749	-316.408	72.003
168	1.67000	785.486	-377.486	68.053	37.667	467.828	67.531	810.680	402.552	73.972	743.233	-329.752	70.764	-5.758	-316.398	72.016
169	1.68000	785.494	-377.431	68.043	37.699	467.776	67.478	810.704	402.498	73.972	743.235	-329.769	70.735	-5.774	-316.422	71.999
170	1.69000	785.477	-377.445	68.037	37.667	467.829	67.482	810.691	402.530	73.923	743.234	-329.724	70.739	-5.782	-316.431	71.988
171	1.70000	785.477	-377.430	68.031	37.707	467.854	67.567	810.697	402.574	73.976	743.230	-329.699	70.760	-5.744	-316.401	72.033
172	1.71000	785.482	-377.431	68.043	37.675	467.787	67.517	810.719	402.575	74.008	743.253	-329.722	70.765	-5.762	-316.327	72.037
173	1.72000	785.458	-377.461	68.048	37.671	467.759	67.543	810.695	402.455	73.897	743.218	-329.741	70.747	-5.748	-316.369	71.999
174	1.73000	785.455	-377.425	68.079	37.664	467.798	67.540	810.701	402.540	74.016	743.210	-329.755	70.755	-5.748	-316.404	71.996
175	1.74000	785.438	-377.489	68.099	37.659	467.803	67.502	810.751	402.462	73.919	743.241	-329.702	70.792	-5.763	-316.372	72.035
176	1.75000	785.480	-377.471	68.058	37.673	467.823	67.498	810.709	402.531	73.941	743.234	-329.717	70.766	-5.780	-316.358	72.024
177	1.76000	785.488	-377.446	67.985	37.666	467.754	67.489	810.733	402.518	73.932	743.249	-329.741	70.719	-5.768	-316.467	71.985
178	1.77000	785.441	-377.453	68.013	37.651	467.817	67.491	810.691	402.535	73.953	743.234	-329.698	70.739	-5.761	-316.355	71.996
179	1.78000	785.467	-377.428	68.069	37.674	467.869	67.515	810.664	402.554	73.985	743.245	-329.676	70.791	-5.764	-316.355	71.994
180	1.79000	785.469	-377.395	68.082	37.653	467.800	67.466	810.704	402.549	73.968	743.230	-329.701	70.797	-5.757	-316.378	72.021
181	1.80000	785.468	-377.433	68.058	37.671	467.856	67.539	810.787	402.435	73.874	743.240	-329.726	70.757	-5.746	-316.382	71.978
182	1.81000	785.478	-377.435	68.085	37.698	467.797	67.563	810.651	402.508	74.005	743.262	-329.724	70.772	-5.747	-316.353	72.015
183	1.82000	785.489	-377.410	68.078	37.642	467.846	67.526	810.695	402.532	73.970	743.227	-329.725	70.783	-5.778	-316.345	71.998
184	1.83000	785.462	-377.437	68.009	37.670	467.801	67.478	810.721	402.533	73.938	743.224	-329.733	70.731	-5.770	-316.386	71.994
185	1.84000	785.441	-377.453	67.989	37.670	467.754	67.480	810.755	402.491	73.856	743.221	-329.742	70.722	-5.781	-316.409	71.976
186	1.85000	785.474	-377.410	68.081	37.670	467.828	67.559	810.720	402.587	73.994	743.226	-329.672	70.795	-5.766	-316.360	72.038
187	1.86000	785.489	-377.437	68.090	37.654	467.818	67.507	810.669	402.540	73.977	743.225	-329.702	70.824	-5.767	-316.329	72.014
188	1.87000	785.491	-377.438	68.067	37.691	467.797	67.482	810.669	402.525	73.936	743.231	-329.741	70.712	-5.784	-316.379	72.001
189	1.88000	785.469	-377.413	68.035	37.690	467.818	67.536	810.662	402.523	73.919	743.215	-329.705	70.743	-5.767	-316.379	71.987
190	1.89000	785.460	-377.441	68.043	37.678	467.770	67.457	810.673	402.555	73.927	743.239	-329.703	70.744	-5.778	-316.395	72.020
191	1.90000	785.454	-377.416	68.024	37.681	467.793	67.506	810.694	402.538	73.898	743.220	-329.743	70.732	-5.767	-316.375	72.000
192	1.91000	785.469	-377.468	68.026	37.682	467.734	67.503	810.685	402.494	73.888	743.217	-329.751	70.751	-5.785	-316.416	72.011
193	1.92000	785.452	-377.449	68.076	37.684	467.809	67.493	810.700	402.526	73.967	743.212	-329.726	70.729	-5.795	-316.397	72.005
194	1.93000	785.478	-377.442	68.044	37.696	467.857	67.519	810.703	402.523	73.970	743.208	-329.685	70.774	-5.749	-316.367	72.015
195	1.94000	785.442	-377.419	68.055	37.673	467.773	67.503	810.682	402.545	73.948	743.234	-329.724	70.777	-5.769	-316.343	72.011
196	1.95000	785.462	-377.440	68.020	37.667	467.767	67.488	810.665	402.551	73.972	743.214	-329.696	70.713	-5.760	-316.390	71.974
197	1.96000	785.462	-377.426	68.066	37.680	467.791	67.514	810.698	402.539	73.947	743.228	-329.704	70.737	-5.735	-316.407	72.010
198	1.97000	785.469	-377.450	68.053	37.672	467.809	67.517	810.708	402.558	73.985	743.263	-329.689	70.759	-5.761	-316.376	72.025
199	1.98000	785.437	-377.499	68.029	37.667	467.818	67.493	810.719	402.499	73.842	743.203	-329.766	70.737	-5.762	-316.380	72.011
200	1.99000	785.472	-377.475	68.054	37.675	467.794	67.561	810.706	402.516	73.907	743.235	-329.754	70.738	-5.780	-316.426	71.976
201	2.00000	785.439	-377.412	68.070	37.645	467.780	67.533	810.690	402.599	73.977	743.227	-329.717	70.789	-5.755	-316.402	71.995
202	2.01000	785.478	-377.443	68.061	37.687	467.833	67.456	810.668	402.554	73.960	743.244	-329.742	70.756	-5.784	-316.386	72.008
203	2.02000	785.443	-377.478	68.046	37.677	467.845	67.407	810.689	402.519	73.916	743.185	-329.734	70.732	-5.758	-316.386	72.006
204	2.03000	785.438	-377.425	68.050	37.694	467.800	67.533	810.669	402.565	73.975	743.218	-329.726	70.732	-5.796	-316.358	71.985
205	2.04000	785.473	-377.391	68.078	37.665	467.818	67.540	810.682	402.590	73.977	743.220	-329.682	70.798	-5.753	-316.370	72.049
206	2.05000	785.460	-377.381	68.070	37.659	467.853	67.489	810.688	402.555	73.914	743.219	-329.722	70.769	-5.773	-316.370	72.040
207	2.06000	785.511	-377.473	68.021	37.671	467.791	67.463	810.676	402.533	73.954	743.200	-329.727	70.730	-5.777	-316.364	71.972
208	2.07000	785.467	-377.421	68.046	37.667	467.819	67.498	810.729	402.560	73.969	743.219	-329.675	70.772	-5.771	-316.395	72.001
209	2.08000	785.517	-377.391	68.094	37.710	467.835	67.463	810.666	402.571	73.982	743.213	-329.732	70.736	-5.755	-316.406	71.971
210	2.09000	785.418	-377.467	67.998	37.656	467.778	67.488	810.692	402.503	73.914	743.190	-329.696	70.724	-5.782	-316.421	71.974
211	2.10000	785.463	-377.470	67.998	37.663	467.772	67.486	810.737	402.423	73.872	743.227	-329.737	70.731	-5.767	-316.435	71.987
212	2.11000	785.444	-377.417	68.062	37.670	467.814	67.502	810.649	402.566	73.973	743.210	-329.725	70.777	-5.746	-316.385	72.042
213	2.12000	785.482	-377.443	68.089	37.663	467.845	67.575	810.734	402.517	73.965	743.241	-329.720	70.738	-5.764	-316.368	72.021
214	2.13000	785.451	-377.454	68.062	37.668	467.810	67.470	810.690	402.525	73.947	743.213	-329.714	70.774	-5.766	-316.358	71.975
215	2.14000	785.460	-377.433	68.066	37.662	467.806	67.536	810.670	402.539	73.982	743.209	-329.668	70.762	-5.771	-316.404	72.020
216	2.15000	785.457	-377.382	68.073	37.695	467.795	67.587	810.682	402.556	73.990	743.242	-329.667	70.792	-5.769	-316.389	72.022
217	2.16000	785.439	-377.441	68.015	37.661	467.758	67.517	810.699	402.550	73.999	743.232	-329.741	70.741	-5.784	-316.420	71.975
218	2.17000	785.449	-377.452	68.037	37.630	467.764	67.494	810.731	402.430	73.862	743.247	-329.744	70.724	-5.804	-316.390	71.961
219	2.18000	785.468	-377.426	68.061	37.691	467.827	67.551	810.680	402.500	73.957	743.217	-329.761	70.756	-5.799	-316.328	72.012
220	2.19000	785.501	-377.432	68.059	37.669	467.854	67.482	810.693	402.555	73.976	743.230	-329.740	70.772	-5.794	-316.384	72.047
221	2.20000	785.445	-377.468	68.022	37.691	467.790	67.475	810.674	402.511	73.971	743.237	-329.761	70.720	-5.761	-316.413	71.992
222	2.21000	785.460	-377.473	68.042	37.672	467.819	67.471	810.664	402.516	73.931	743.219	-329.737	70.724	-5.783	-316.398	71.953
223	2.22000	785.457	-377.450	68.063	37.671	467.794	67.547	810.643	402.571	73.969	743.217	-329.731	70.760	-5.776	-316.376	71.994
224	2.23000	785.476	-377.405	68.111	37.697	467.826	67.571	810.698	402.581	73.988	743.234	-329.713	70.784	-5.765	-316.363	72.037
225	2.24000	785.479	-377.405	68.028	37.678	467.814	67.523	810.729	402.521	73.936	743.222	-329.709	70.766	-5.779	-316.393	72.021
226	2.25000	785.488	-377.447	68.025	37.667	467.820	67.464	810.735	402.450	73.881	743.211	-329.703	70.801	-5.764	-316.351	71.991
227	2.26000	785.494	-377.400	68.037	37.669	467.831	67.507	810.670	402.541	73.936	743.239	-329.689	70.732	-5.768	-316.327	72.027
228	2.27000	785.460	-377.444	68.049	37.719	467.791	67.489	810.695	402.549	73.948	743.239	-329.727	70.761	-5.772	-316.360	71.988
229	2.28000	785.430	-377.438	67.982	37.653	467.739	67.447	810.675	402.545	73.973	743.206	-329.754	70.714	-5.795	-316.384	71.956
230	2.29000	785.484	-377.427	68.059	37.686	467.846	67.561	810.685	402.535	73.977	743.236	-329.692	70.780	-5.779	-316.375	71.981
231	2.30000	785.484	-377.384	68.119	37.696	467.828	67.570	810.680	402.536	73.989	743.252	-329.666	70.793	-5.784	-316.353	72.053
232	2.31000	785.487	-377.413	68.113	37.671	467.906	67.554	810.700	402.455	73.859	743.206	-329.732	70.758	-5.762	-316.345	72.015
233	2.32000	785.488	-377.441	68.038	37.698	467.814	67.497	810.688	402.548	73.933	743.259	-329.714	70.745	-5.767	-316.376	72.001
234	2.33000	785.476	-377.429	67.997	37.669	467.800	67.493	810.746	402.514	73.939	743.243	-329.746	70.741	-5.752	-316.336	71.992
235	2.34000	785.462	-377.485	67.999	37.686	467.674	67.467	810.768	402.431	73.853	743.234	-329.780	70.721	-5.767	-316.400	71.971
236	2.35000	785.478	-377.464	68.011	37.677	467.782	67.499	810.674	402.528	73.923	743.224	-329.717	70.738	-5.753	-316.406	71.983
237	2.36000	785.489	-377.395	68.078	37.686	467.810	67.494	810.712	402.531	73.917	743.233	-329.689	70.787	-5.756	-316.340	72.021
238	2.37000	785.504	-377.384	68.074	37.724	467.802	67.538	810.705	402.544	74.000	743.234	-329.671	70.811	-5.760	-316.355	72.051
239	2.38000	785.498	-377.404	68.043	37.682	467.786	67.514	810.689	402.574	73.985	743.208	-329.681	70.755	-5.777	-316.351	71.979
240	2.39000	785.487	-377.483	67.981	37.673	467.728	67.405	810.669	402.499	73.947	743.230	-329.780	70.712	-5.740	-316.421	71.957
241	2.40000	785.419	-377.446	68.005	37.653	467.758	67.474	810.713	402.530	73.944	743.193	-329.745	70.714	-5.749	-316.380	71.999
242	2.41000	785.521	-377.373	68.083	37.691	467.795	67.546	810.657	402.540	73.987	743.204	-329.706	70.766	-5.784	-316.391	71.998
243	2.42000	785.484	-377.405	68.084	37.675	467.778	67.557	810.744	402.533	73.988	743.262	-329.689	70.806	-5.750	-316.380	72.055
244	2.43000	785.482	-377.395	68.104	37.683	467.829	67.494	810.686	402.557	73.936	743.225	-329.708	70.795	-5.736	-316.381	72.033
245	2.44000	785.484	-377.401	68.071	37.651	467.795	67.519	810.709	402.581	73.993	743.215	-329.671	70.788	-5.750	-316.349	72.005
246	2.45000	785.426	-377.430	67.996	37.680	467.770	67.481	810.699	402.543	73.955	743.242	-329.732	70.731	-5.765	-316.344	71.963
247	2.46000	785.481	-377.531	67.958	37.670	467.740	67.447	810.694	402.439	73.899	743.196	-329.798	70.681	-5.804	-316.439	71.908
248	2.47000	785.457	-377.435	68.021	37.680	467.768	67.445	810.695	402.531	73.944	743.248	-329.739	70.770	-5.779	-316.475	72.001
249	2.48000	785.497	-377.374	68.128	37.699	467.842	67.630	810.686	402.569	74.017	743.261	-329.688	70.845	-5.755	-316.321	72.047
250	2.49000	785.471	-377.396	68.123	37.697	467.841	67.554	810.694	402.597	74.013	743.246	-329.685	70.801	-5.727	-316.343	72.066
251	2.50000	785.434	-377.405	68.015	37.661	467.814	67.489	810.689	402.552	73.993	743.216	-329.723	70.739	-5.758	-316.376	72.013
252	2.51000	785.456	-377.456	68.017	37.649	467.754	67.404	810.747	402.496	73.819	743.225	-329.758	70.689	-5.762	-316.452	71.951
253	2.52000	785.509	-377.440	68.034	37.664	467.782	67.450	810.680	402.478	73.932	743.229	-329.803	70.744	-5.770	-316.390	71.952
254	2.53000	785.437	-377.457	67.996	37.682	467.788	67.449	810.707	402.529	73.962	743.212	-329.718	70.768	-5.758	-316.386	71.992
255	2.54000	785.496	-377.433	68.076	37.692	467.793	67.499	810.676	402.605	73.962	743.231	-329.724	70.756	-5.771	-316.384	71.971
256	2.55000	785.491	-377.443	68.088	37.660	467.855	67.517	810.706	402.547	74.061	743.211	-329.646	70.781	-5.757	-316.361	72.059
257	2.56000	785.479	-377.412	68.029	37.681	467.778	67.514	810.688	402.577	73.983	743.245	-329.711	70.758	-5.769	-316.337	72.014
258	2.57000	785.475	-377.440	67.982	37.653	467.778	67.445	810.695	402.514	73.954	743.213	-329.720	70.711	-5.801	-316.382	71.974
259	2.58000	785.469	-377.463	67.984	37.671	467.697	67.447	810.676	402.522	73.911	743.225	-329.744	70.682	-5.760	-316.463	71.935
260	2.59000	785.491	-377.395	68.085	37.657	467.802	67.462	810.688	402.570	73.980	743.243	-329.678	70.754	-5.788	-316.374	72.006
261	2.60000	785.501	-377.413	68.084	37.679	467.838	67.550	810.719	402.550	73.999	743.228	-329.648	70.770	-5.770	-316.352	72.045
262	2.61000	785.510	-377.444	68.106	37.693	467.870	67.535	810.695	402.586	73.970	743.265	-329.659	70.822	-5.762	-316.391	72.078
263	2.62000	785.485	-377.375	68.100	37.674	467.863	67.503	810.710	402.539	73.957	743.244	-329.697	70.747	-5.754	-316.357	71.998
264	2.63000	785.478	-377.465	68.022	37.673	467.832	67.451	810.762	402.482	73.868	743.219	-329.710	70.751	-5.780	-316.349	71.992
265	2.64000	785.459	-377.466	67.985	37.687	467.793	67.437	810.714	402.531	73.964	743.208	-329.759	70.691	-5.778	-316.401	71.943
266	2.65000	785.453	-377.485	68.008	37.683	467.777	67.418	810.732	402.470	73.885	743.214	-329.753	70.716	-5.793	-316.414	71.974
267	2.66000	785.467	-377.429	68.073	37.663	467.858	67.512	810.691	402.535	73.964	743.223	-329.710	70.807	-5.765	-316.329	72.008
268	2.67000	785.505	-377.389	68.113	37.662	467.871	67.519	810.669	402.560	73.997	743.237	-329.622	70.805	-5.772	-316.330	72.043
269	2.68000	785.481	-377.468	68.092	37.663	467.825	67.505	810.674	402.577	73.956	743.243	-329.690	70.765	-5.761	-316.378	72.025
270	2.69000	785.459	-377.441	68.056	37.682	467.819	67.470	810.697	402.520	73.913	743.235	-329.714	70.762	-5.759	-316.377	71.994
271	2.70000	785.479	-377.470	68.047	37.652	467.774	67.472	810.691	402.524	73.953	743.258	-329.726	70.754	-5.763	-316.413	72.010
272	2.71000	785.505	-377.429	68.047	37.716	467.784	67.481	810.718	402.545	73.945	743.241	-329.697	70.765	-5.759	-316.409	71.983
273	2.72000	785.490	-377.447	68.066	37.649	467.836	67.476	810.696	402.506	73.948	743.193	-329.686	70.764	-5.743	-316.335	71.978
274	2.73000	785.498	-377.434	68.064	37.685	467.787	67.541	810.758	402.427	73.862	743.219	-329.699	70.777	-5.751	-316.370	72.007
275	2.74000	785.509	-377.397	68.073	37.697	467.855	67.503	810.685	402.563	73.981	743.218	-329.718	70.759	-5.777	-316.368	71.999
276	2.75000	785.463	-377.484	68.039	37.673	467.821	67.460	810.683	402.558	73.918	743.224	-329.748	70.752	-5.748	-316.401	72.016
277	2.76000	785.462	-377.466	67.995	37.666	467.760	67.472	810.723	402.460	73.859	743.232	-329.768	70.722	-5.741	-316.422	72.014
278	2.77000	785.460	-377.475	68.008	37.691	467.766	67.479	810.660	402.504	73.923	743.242	-329.724	70.719	-5.788	-316.370	71.986
279	2.78000	785.451	-377.396	68.065	37.683	467.827	67.535	810.696	402.537	74.002	743.211	-329.699	70.762	-5.777	-316.333	72.000
280	2.79000	785.465	-377.409	68.075	37.675	467.789	67.491	810.685	402.576	73.940	743.239	-329.713	70.767	-5.739	-316.360	72.033
281	2.80000	785.484	-377.474	68.041	37.650	467.796	67.511	810.675	402.552	73.988	743.202	-329.681	70.772	-5.769	-316.380	72.001
282	2.81000	785.476	-377.421	68.076	37.680	467.821	67.554	810.674	402.549	73.991	743.225	-329.695	70.772	-5.761	-316.369	72.053
283	2.82000	785.464	-377.451	68.027	37.658	467.754	67.467	810.690	402.503	73.956	743.223	-329.734	70.767	-5.768	-316.399	71.972
284	2.83000	785.446	-377.471	68.016	37.670	467.793	67.484	810.689	402.507	73.935	743.216	-329.738	70.697	-5.781	-316.436	71.933
285	2.84000	785.503	-377.439	68.019	37.672	467.796	67.467	810.678	402.527	73.965	743.228	-329.775	70.696	-5.759	-316.391	71.992
286	2.85000	785.476	-377.398	68.102	37.665	467.851	67.556	810.686	402.566	73.961	743.242	-329.674	70.796	-5.788	-316.332	72.047
287	2.86000	785.492	-377.457	68.085	37.683	467.784	67.494	810.719	402.551	73.979	743.217	-329.695	70.785	-5.748	-316.385	71.996
288	2.87000	785.474	-377.420	68.052	37.672	467.809	67.496	810.683	402.550	73.904	743.220	-329.732	70.742	-5.791	-316.379	72.006
289	2.88000	785.443	-377.445	68.011	37.644	467.804	67.448	810.698	402.588	73.946	743.220	-329.714	70.763	-5.780	-316.445	71.988
290	2.89000	785.516	-377.402	68.072	37.673	467.748	67.478	810.697	402.519	73.944	743.215	-329.764	70.745	-5.779	-316.399	71.976
291	2.90000	785.485	-377.466	68.014	37.685	467.793	67.497	810.696	402.539	73.961	743.245	-329.728	70.746	-5.779	-316.392	71.983
292	2.91000	785.483	-377.445	68.028	37.673	467.746	67.495	810.677	402.542	73.962	743.223	-329.699	70.760	-5.765	-316.407	71.982
293	2.92000	785.433	-377.409	68.067	37.665	467.852	67.573	810.710	402.581	74.011	743.205	-329.651	70.803	-5.745	-316.358	72.055
294	2.93000	785.483	-377.493	68.040	37.664	467.786	67.505	810.679	402.540	73.975	743.221	-329.706	70.745	-5.750	-316.342	71.983
295	2.94000	785.458	-377.422	68.000	37.686	467.687	67.452	810.692	402.542	73.961	743.223	-329.783	70.682	-5.792	-316.414	71.925
296	2.95000	785.456	-377.496	67.979	37.655	467.759	67.446	810.764	402.453	73.858	743.237	-329.749	70.695	-5.770	-316.457	71.961
297	2.96000	785.469	-377.387	68.064	37.706	467.775	67.484	810.727	402.534	73.990	743.219	-329.727	70.771	-5.785	-316.363	71.999
298	2.97000	785.485	-377.397	68.122	37.674	467.834	67.547	810.681	402.607	73.993	743.224	-329.675	70.809	-5.757	-316.329	72.038
299	2.98000	785.489	-377.445	68.086	37.672	467.856	67.516	810.707	402.535	73.996	743.221	-329.701	70.774	-5.761	-316.391	72.045
300	2.99000	785.477	-377.433	68.057	37.652	467.872	67.517	810.692	402.545	73.951	743.219	-329.679	70.782	-5.777	-316.355	71.999
301	3.00000	785.474	-377.473	67.997	37.718	467.803	67.465	810.690	402.557	73.980	743.233	-329.731	70.762	-5.770	-316.411	71.974
302	3.01000	785.424	-377.502	67.986	37.647	467.779	67.471	810.702	402.545	73.943	743.206	-329.785	70.711	-5.785	-316.427	71.959
303	3.02000	785.498	-377.482	68.040	37.654	467.726	67.407	810.671	402.507	73.953	743.211	-329.746	70.714	-5.812	-316.444	71.939
304	3.03000	785.479	-377.404	68.094	37.649	467.852	67.496	810.756	402.460	73.903	743.233	-329.701	70.745	-5.771	-316.359	72.024
305	3.04000	785.468	-377.377	68.115	37.693	467.849	67.542	810.704	402.588	73.976	743.216	-329.668	70.790	-5.752	-316.405	72.038
306	3.05000	785.470	-377.458	68.019	37.672	467.780	67.465	810.694	402.536	73.890	743.232	-329.733	70.713	-5.784	-316.396	71.992
307	3.06000	785.440	-377.425	68.054	37.661	467.758	67.497	810.680	402.507	73.931	743.213	-329.729	70.725	-5.779	-316.413	71.946
308	3.07000	785.440	-377.419	68.030	37.688	467.755	67.513	810.659	402.525	73.954	743.222	-329.751	70.719	-5.776	-316.359	71.979
309	3.08000	785.499	-377.402	68.066	37.702	467.776	67.548	810.699	402.558	73.975	743.236	-329.668	70.790	-5.752	-316.361	72.030
310	3.09000	785.526	-377.418	68.049	37.695	467.731	67.563	810.672	402.545	73.982	743.237	-329.690	70.765	-5.765	-316.350	72.018
311	3.10000	785.465	-377.487	68.041	37.690	467.811	67.482	810.696	402.548	73.997	743.239	-329.720	70.759	-5.762	-316.396	72.019
312	3.11000	785.466	-377.443	68.025	37.664	467.804	67.471	810.706	402.562	73.931	743.226	-329.731	70.747	-5.778	-316.355	72.001
313	3.12000	785.446	-377.479	67.968	37.679	467.773	67.433	810.715	402.509	73.891	743.211	-329.765	70.693	-5.763	-316.498	71.923
314	3.13000	785.443	-377.439	67.986	37.674	467.789	67.445	810.725	402.530	73.922	743.206	-329.732	70.717	-5.782	-316.438	71.938
315	3.14000	785.464	-377.424	68.063	37.655	467.834	67.530	810.764	402.465	73.796	743.278	-329.719	70.761	-5.777	-316.348	72.009
316	3.15000	785.478	-377.377	68.137	37.693	467.866	67.545	810.697	402.600	74.020	743.257	-329.605	70.854	-5.752	-316.306	72.074
317	3.16000	785.469	-377.484	68.023	37.664	467.801	67.557	810.676	402.532	74.003	743.226	-329.695	70.736	-5.779	-316.360	71.990
318	3.17000	785.459	-377.393	68.029	37.663	467.768	67.477	810.678	402.528	73.932	743.209	-329.718	70.763	-5.768	-316.389	71.984
319	3.18000	785.463	-377.455	68.013	37.636	467.772	67.490	810.685	402.542	73.939	743.218	-329.740	70.768	-5.764	-316.390	71.996
320	3.19000	785.439	-377.472	67.998	37.666	467.718	67.468	810.670	402.559	73.939	743.203	-329.709	70.752	-5.764	-316.407	71.970
321	3.20000	785.439	-377.494	68.012	37.665	467.742	67.423	810.652	402.576	73.939	743.194	-329.747	70.695	-5.754	-316.398	71.958
322	3.21000	785.481	-377.440	68.027	37.659	467.791	67.509	810.695	402.537	73.953	743.208	-329.763	70.772	-5.738	-316.400	71.979
323	3.22000	785.483	-377.401	68.072	37.688	467.836	67.546	810.728	402.567	73.976	743.212	-329.682	70.795	-5.757	-316.334	72.018
324	3.23000	785.462	-377.435	68.026	37.686	467.768	67.514	810.690	402.560	73.959	743.226	-329.750	70.723	-5.768	-316.379	71.998
325	3.24000	785.502	-377.424	68.005	37.692	467.776	67.491	810.653	402.540	73.920	743.202	-329.740	70.703	-5.738	-316.387	71.994
326	3.25000	785.477	-377.451	68.050	37.684	467.813	67.500	810.690	402.559	73.986	743.221	-329.694	70.777	-5.753	-316.348	71.990
327	3.26000	785.482	-377.447	68.073	37.684	467.790	67.512	810.722	402.470	73.873	743.253	-329.677	70.773	-5.748	-316.384	72.028
328	3.27000	785.470	-377.454	68.002	37.690	467.770	67.507	810.685	402.527	73.962	743.207	-329.713	70.742	-5.765	-316.365	71.994
329	3.28000	785.435	-377.493	68.009	37.698	467.752	67.461	810.708	402.524	73.937	743.233	-329.772	70.718	-5.777	-316.434	71.946
330	3.29000	785.484	-377.489	68.017	37.681	467.770	67.497	810.690	402.545	73.955	743.216	-329.702	70.761	-5.798	-316.355	71.960
331	3.30000	785.483	-377.445	68.065	37.688	467.798	67.435	810.698	402.543	73.954	743.192	-329.714	70.747	-5.780	-316.402	71.960
332	3.31000	785.470	-377.425	68.048	37.696	467.811	67.539	810.670	402.569	73.941	743.202	-329.716	70.747	-5.772	-316.381	71.985
333	3.32000	785.479	-377.413	68.067	37.704	467.782	67.527	810.685	402.564	73.955	743.237	-329.696	70.751	-5.767	-316.359	71.974
334	3.33000	785.488	-377.427	68.065	37.656	467.839	67.500	810.670	402.555	73.973	743.221	-329.706	70.768	-5.758	-316.336	72.030
335	3.34000	785.452	-377.372	68.050	37.690	467.835	67.480	810.717	402.534	73.945	743.216	-329.752	70.762	-5.737	-316.392	72.004
336	3.35000	785.453	-377.453	67.976	37.688	467.694	67.480	810.703	402.523	73.908	743.212	-329.758	70.721	-5.762	-316.422	71.966
337	3.36000	785.447	-377.447	68.033	37.662	467.809	67.451	810.668	402.581	73.983	743.237	-329.734	70.783	-5.756	-316.383	71.991
338	3.37000	785.484	-377.479	67.994	37.686	467.768	67.475	810.695	402.554	73.962	743.209	-329.714	70.741	-5.746	-316.418	71.957
339	3.38000	785.488	-377.438	68.024	37.691	467.802	67.432	810.678	402.559	73.913	743.190	-329.676	70.769	-5.780	-316.414	71.967
340	3.39000	785.516	-377.446	68.028	37.654	467.729	67.467	810.648	402.558	73.884	743.211	-329.722	70.733	-5.786	-316.447	71.960
341	3.40000	785.461	-377.454	68.075	37.658	467.845	67.540	810.700	402.513	73.997	743.239	-329.709	70.747	-5.779	-316.370	72.034
342	3.41000	785.529	-377.415	68.075	37.698	467.813	67.526	810.724	402.550	74.001	743.226	-329.724	70.766	-5.759	-316.362	72.019
343	3.42000	785.475	-377.456	68.031	37.686	467.839	67.520	810.693	402.563	73.900	743.202	-329.746	70.697	-5.761	-316.413	71.945
344	3.43000	785.494	-377.489	68.023	37.681	467.827	67.438	810.695	402.548	73.916	743.201	-329.736	70.682	-5.756	-316.385	71.940
345	3.44000	785.479	-377.402	68.079	37.707	467.808	67.435	810.700	402.566	73.927	743.220	-329.741	70.744	-5.761	-316.383	71.977
346	3.45000	785.456	-377.484	68.048	37.706	467.821	67.482	810.711	402.583	74.002	743.205	-329.713	70.744	-5.781	-316.398	72.004
